any;comarca o Aran;edat;sexe;concepte;estat;valor
1986;Segarra;5 anys;total;població;;223
1986;Segarra;6 anys;homes;població;;101
1986;Segarra;6 anys;dones;població;;126
1986;Segarra;6 anys;total;població;;227
1986;Segarra;7 anys;homes;població;;124
1986;Segarra;7 anys;dones;població;;105
1986;Segarra;7 anys;total;població;;229
1986;Segarra;8 anys;homes;població;;102
1986;Segarra;8 anys;dones;població;;132
1986;Segarra;8 anys;total;població;;234
1986;Segarra;9 anys;homes;població;;100
1986;Segarra;9 anys;dones;població;;107
1986;Segarra;9 anys;total;població;;207
1986;Segarra;10 anys;homes;població;;107
1986;Segarra;10 anys;dones;població;;108
1986;Segarra;10 anys;total;població;;215
1986;Segarra;11 anys;homes;població;;99
1986;Segarra;11 anys;dones;població;;111
1986;Segarra;11 anys;total;població;;210
1986;Segarra;12 anys;homes;població;;116
1986;Segarra;12 anys;dones;població;;102
1986;Segarra;12 anys;total;població;;218
1986;Segarra;13 anys;homes;població;;91
1986;Segarra;13 anys;dones;població;;99
1986;Segarra;13 anys;total;població;;190
1986;Segarra;14 anys;homes;població;;94
1986;Segarra;14 anys;dones;població;;89
1986;Segarra;14 anys;total;població;;183
1986;Segarra;15 anys;homes;població;;87
1986;Segarra;15 anys;dones;població;;107
1986;Segarra;15 anys;total;població;;194
1986;Segarra;16 anys;homes;població;;113
1986;Segarra;16 anys;dones;població;;100
1986;Segarra;16 anys;total;població;;213
1986;Segarra;17 anys;homes;població;;120
1986;Segarra;17 anys;dones;població;;101
1986;Segarra;17 anys;total;població;;221
1986;Segarra;18 anys;homes;població;;128
1986;Segarra;18 anys;dones;població;;112
1986;Segarra;18 anys;total;població;;240
1986;Segarra;19 anys;homes;població;;104
1986;Segarra;19 anys;dones;població;;125
1986;Segarra;19 anys;total;població;;229
1986;Segarra;20 anys;homes;població;;115
1986;Segarra;20 anys;dones;població;;140
1986;Segarra;20 anys;total;població;;255
1986;Segarra;21 anys;homes;població;;149
1986;Segarra;21 anys;dones;població;;138
1986;Segarra;21 anys;total;població;;287
1986;Segarra;22 anys;homes;població;;151
1986;Segarra;22 anys;dones;població;;141
1986;Segarra;22 anys;total;població;;292
1986;Segarra;23 anys;homes;població;;145
1986;Segarra;23 anys;dones;població;;124
1986;Segarra;23 anys;total;població;;269
1986;Segarra;24 anys;homes;població;;141
1986;Segarra;24 anys;dones;població;;136
1986;Segarra;24 anys;total;població;;277
1986;Segarra;25 anys;homes;població;;122
1986;Segarra;25 anys;dones;població;;136
1986;Segarra;25 anys;total;població;;258
1986;Segarra;26 anys;homes;població;;135
1986;Segarra;26 anys;dones;població;;118
1986;Segarra;26 anys;total;població;;253
1986;Segarra;27 anys;homes;població;;142
1986;Segarra;27 anys;dones;població;;117
1986;Segarra;27 anys;total;població;;259
1986;Segarra;28 anys;homes;població;;120
1986;Segarra;28 anys;dones;població;;133
1986;Segarra;28 anys;total;població;;253
1986;Segarra;29 anys;homes;població;;116
1986;Segarra;29 anys;dones;població;;105
1986;Segarra;29 anys;total;població;;221
1986;Segarra;30 anys;homes;població;;131
1986;Segarra;30 anys;dones;població;;110
1986;Segarra;30 anys;total;població;;241
1986;Segarra;31 anys;homes;població;;104
1986;Segarra;31 anys;dones;població;;90
1986;Segarra;31 anys;total;població;;194
1986;Segarra;32 anys;homes;població;;101
1986;Segarra;32 anys;dones;població;;113
1986;Segarra;32 anys;total;població;;214
1986;Segarra;33 anys;homes;població;;114
1986;Segarra;33 anys;dones;població;;91
1986;Segarra;33 anys;total;població;;205
1986;Segarra;34 anys;homes;població;;103
1986;Segarra;34 anys;dones;població;;89
1986;Segarra;34 anys;total;població;;192
1986;Segarra;35 anys;homes;població;;114
1986;Segarra;35 anys;dones;població;;122
1986;Segarra;35 anys;total;població;;236
1986;Segarra;36 anys;homes;població;;127
1986;Segarra;36 anys;dones;població;;93
1986;Segarra;36 anys;total;població;;220
1986;Segarra;37 anys;homes;població;;100
1986;Segarra;37 anys;dones;població;;90
1986;Segarra;37 anys;total;població;;190
1986;Segarra;38 anys;homes;població;;117
1986;Segarra;38 anys;dones;població;;88
1986;Segarra;38 anys;total;població;;205
1986;Segarra;39 anys;homes;població;;93
1986;Segarra;39 anys;dones;població;;87
1986;Segarra;39 anys;total;població;;180
1986;Segarra;40 anys;homes;població;;95
1986;Segarra;40 anys;dones;població;;109
1986;Segarra;40 anys;total;població;;204
1986;Segarra;41 anys;homes;població;;91
1986;Segarra;41 anys;dones;població;;79
1986;Segarra;41 anys;total;població;;170
1986;Segarra;42 anys;homes;població;;71
1986;Segarra;42 anys;dones;població;;95
1986;Segarra;42 anys;total;població;;166
1986;Segarra;43 anys;homes;població;;76
1986;Segarra;43 anys;dones;població;;64
1986;Segarra;43 anys;total;població;;140
1986;Segarra;44 anys;homes;població;;70
1986;Segarra;44 anys;dones;població;;74
1986;Segarra;44 anys;total;població;;144
1986;Segarra;45 anys;homes;població;;82
1986;Segarra;45 anys;dones;població;;89
1986;Segarra;45 anys;total;població;;171
1986;Segarra;46 anys;homes;població;;51
1986;Segarra;46 anys;dones;població;;48
1986;Segarra;46 anys;total;població;;99
1986;Segarra;47 anys;homes;població;;51
1986;Segarra;47 anys;dones;població;;62
1986;Segarra;47 anys;total;població;;113
1986;Segarra;48 anys;homes;població;;76
1986;Segarra;48 anys;dones;població;;86
1986;Segarra;48 anys;total;població;;162
1986;Segarra;49 anys;homes;població;;92
1986;Segarra;49 anys;dones;població;;111
1986;Segarra;49 anys;total;població;;203
1986;Segarra;50 anys;homes;població;;120
1986;Segarra;50 anys;dones;població;;105
1986;Segarra;50 anys;total;població;;225
1986;Segarra;51 anys;homes;població;;117
1986;Segarra;51 anys;dones;població;;94
1986;Segarra;51 anys;total;població;;211
1986;Segarra;52 anys;homes;població;;113
1986;Segarra;52 anys;dones;població;;128
1986;Segarra;52 anys;total;població;;241
1986;Segarra;53 anys;homes;població;;107
1986;Segarra;53 anys;dones;població;;104
1986;Segarra;53 anys;total;població;;211
1986;Segarra;54 anys;homes;població;;121
1986;Segarra;54 anys;dones;població;;115
1986;Segarra;54 anys;total;població;;236
1986;Segarra;55 anys;homes;població;;116
1986;Segarra;55 anys;dones;població;;133
1986;Segarra;55 anys;total;població;;249
1986;Segarra;56 anys;homes;població;;118
1986;Segarra;56 anys;dones;població;;131
1986;Segarra;56 anys;total;població;;249
1986;Segarra;57 anys;homes;població;;137
1986;Segarra;57 anys;dones;població;;138
1986;Segarra;57 anys;total;població;;275
1986;Segarra;58 anys;homes;població;;112
1986;Segarra;58 anys;dones;població;;126
1986;Segarra;58 anys;total;població;;238
1986;Segarra;59 anys;homes;població;;134
1986;Segarra;59 anys;dones;població;;131
1986;Segarra;59 anys;total;població;;265
1986;Segarra;60 anys;homes;població;;114
1986;Segarra;60 anys;dones;població;;125
1986;Segarra;60 anys;total;població;;239
1986;Segarra;61 anys;homes;població;;128
1986;Segarra;61 anys;dones;població;;121
1986;Segarra;61 anys;total;població;;249
1986;Segarra;62 anys;homes;població;;138
1986;Segarra;62 anys;dones;població;;134
1986;Segarra;62 anys;total;població;;272
1986;Segarra;63 anys;homes;població;;119
1986;Segarra;63 anys;dones;població;;104
1986;Segarra;63 anys;total;població;;223
1986;Segarra;64 anys;homes;població;;125
1986;Segarra;64 anys;dones;població;;130
1986;Segarra;64 anys;total;població;;255
1986;Segarra;65 anys;homes;població;;108
1986;Segarra;65 anys;dones;població;;119
1986;Segarra;65 anys;total;població;;227
1986;Segarra;66 anys;homes;població;;93
1986;Segarra;66 anys;dones;població;;101
1986;Segarra;66 anys;total;població;;194
1986;Segarra;67 anys;homes;població;;89
1986;Segarra;67 anys;dones;població;;95
1986;Segarra;67 anys;total;població;;184
1986;Segarra;68 anys;homes;població;;91
1986;Segarra;68 anys;dones;població;;93
1986;Segarra;68 anys;total;població;;184
1986;Segarra;69 anys;homes;població;;97
1986;Segarra;69 anys;dones;població;;88
1986;Segarra;69 anys;total;població;;185
1986;Segarra;70 anys;homes;població;;75
1986;Segarra;70 anys;dones;població;;88
1986;Segarra;70 anys;total;població;;163
1986;Segarra;71 anys;homes;població;;92
1986;Segarra;71 anys;dones;població;;89
1986;Segarra;71 anys;total;població;;181
1986;Segarra;72 anys;homes;població;;56
1986;Segarra;72 anys;dones;població;;90
1986;Segarra;72 anys;total;població;;146
1986;Segarra;73 anys;homes;població;;75
1986;Segarra;73 anys;dones;població;;78
1986;Segarra;73 anys;total;població;;153
1986;Segarra;74 anys;homes;població;;77
1986;Segarra;74 anys;dones;població;;88
1986;Segarra;74 anys;total;població;;165
1986;Segarra;75 anys;homes;població;;80
1986;Segarra;75 anys;dones;població;;90
1986;Segarra;75 anys;total;població;;170
1986;Segarra;76 anys;homes;població;;51
1986;Segarra;76 anys;dones;població;;85
1986;Segarra;76 anys;total;població;;136
1986;Segarra;77 anys;homes;població;;67
1986;Segarra;77 anys;dones;població;;77
1986;Segarra;77 anys;total;població;;144
1986;Segarra;78 anys;homes;població;;48
1986;Segarra;78 anys;dones;població;;59
1986;Segarra;78 anys;total;població;;107
1986;Segarra;79 anys;homes;població;;51
1986;Segarra;79 anys;dones;població;;57
1986;Segarra;79 anys;total;població;;108
1986;Segarra;80 anys;homes;població;;44
1986;Segarra;80 anys;dones;població;;70
1986;Segarra;80 anys;total;població;;114
1986;Segarra;81 anys;homes;població;;39
1986;Segarra;81 anys;dones;població;;50
1986;Segarra;81 anys;total;població;;89
1986;Segarra;82 anys;homes;població;;31
1986;Segarra;82 anys;dones;població;;45
1986;Segarra;82 anys;total;població;;76
1986;Segarra;83 anys;homes;població;;38
1986;Segarra;83 anys;dones;població;;38
1986;Segarra;83 anys;total;població;;76
1986;Segarra;84 anys;homes;població;;28
1986;Segarra;84 anys;dones;població;;37
1986;Segarra;84 anys;total;població;;65
1986;Segarra;85 anys;homes;població;;35
1986;Segarra;85 anys;dones;població;;35
1986;Segarra;85 anys;total;població;;70
1986;Segarra;86 anys;homes;població;;17
1986;Segarra;86 anys;dones;població;;26
1986;Segarra;86 anys;total;població;;43
1986;Segarra;87 anys;homes;població;;16
1986;Segarra;87 anys;dones;població;;14
1986;Segarra;87 anys;total;població;;30
1986;Segarra;88 anys;homes;població;;6
1986;Segarra;88 anys;dones;població;;21
1986;Segarra;88 anys;total;població;;27
1986;Segarra;89 anys;homes;població;;6
1986;Segarra;89 anys;dones;població;;11
1986;Segarra;89 anys;total;població;;17
1986;Segarra;90 anys;homes;població;;8
1986;Segarra;90 anys;dones;població;;11
1986;Segarra;90 anys;total;població;;19
1986;Segarra;91 anys;homes;població;;2
1986;Segarra;91 anys;dones;població;;7
1986;Segarra;91 anys;total;població;;9
1986;Segarra;92 anys;homes;població;;4
1986;Segarra;92 anys;dones;població;;5
1986;Segarra;92 anys;total;població;;9
1986;Segarra;93 anys;homes;població;;4
1986;Segarra;93 anys;dones;població;;4
1986;Segarra;93 anys;total;població;;8
1986;Segarra;94 anys;homes;població;;1
1986;Segarra;94 anys;dones;població;;1
1986;Segarra;94 anys;total;població;;2
1986;Segarra;95 anys;homes;població;;0
1986;Segarra;95 anys;dones;població;;5
1986;Segarra;95 anys;total;població;;5
1986;Segarra;96 anys;homes;població;;0
1986;Segarra;96 anys;dones;població;;2
1986;Segarra;96 anys;total;població;;2
1986;Segarra;97 anys;homes;població;;0
1986;Segarra;97 anys;dones;població;;0
1986;Segarra;97 anys;total;població;;0
1986;Segarra;98 anys;homes;població;;0
1986;Segarra;98 anys;dones;població;;1
1986;Segarra;98 anys;total;població;;1
1986;Segarra;99 anys o més;homes;població;;0
1986;Segarra;99 anys o més;dones;població;;1
1986;Segarra;99 anys o més;total;població;;1
1986;Segarra;No hi consta;homes;població;;17
1986;Segarra;No hi consta;dones;població;;17
1986;Segarra;No hi consta;total;població;;34
1986;Segarra;total;homes;població;;8491
1986;Segarra;total;dones;població;;8613
1986;Segarra;total;total;població;;17104
1986;Segrià;0 anys;homes;població;;867
1986;Segrià;0 anys;dones;població;;774
1986;Segrià;0 anys;total;població;;1641
1986;Segrià;1 any;homes;població;;895
1986;Segrià;1 any;dones;població;;789
1986;Segrià;1 any;total;població;;1684
1986;Segrià;2 anys;homes;població;;895
1986;Segrià;2 anys;dones;població;;816
1986;Segrià;2 anys;total;població;;1711
1986;Segrià;3 anys;homes;població;;984
1986;Segrià;3 anys;dones;població;;923
1986;Segrià;3 anys;total;població;;1907
1986;Segrià;4 anys;homes;població;;1099
1986;Segrià;4 anys;dones;població;;956
1986;Segrià;4 anys;total;població;;2055
1986;Segrià;5 anys;homes;població;;1064
1986;Segrià;5 anys;dones;població;;1024
1986;Segrià;5 anys;total;població;;2088
1986;Segrià;6 anys;homes;població;;1187
1986;Segrià;6 anys;dones;població;;1164
1986;Segrià;6 anys;total;població;;2351
1986;Segrià;7 anys;homes;població;;1221
1986;Segrià;7 anys;dones;població;;1205
1986;Segrià;7 anys;total;població;;2426
1986;Segrià;8 anys;homes;població;;1320
1986;Segrià;8 anys;dones;població;;1197
1986;Segrià;8 anys;total;població;;2517
1986;Segrià;9 anys;homes;població;;1357
1986;Segrià;9 anys;dones;població;;1282
1986;Segrià;9 anys;total;població;;2639
1986;Segrià;10 anys;homes;població;;1289
1986;Segrià;10 anys;dones;població;;1267
1986;Segrià;10 anys;total;població;;2556
1986;Segrià;11 anys;homes;població;;1364
1986;Segrià;11 anys;dones;població;;1296
1986;Segrià;11 anys;total;població;;2660
1986;Segrià;12 anys;homes;població;;1333
1986;Segrià;12 anys;dones;població;;1245
1986;Segrià;12 anys;total;població;;2578
1986;Segrià;13 anys;homes;població;;1261
1986;Segrià;13 anys;dones;població;;1227
1986;Segrià;13 anys;total;població;;2488
1986;Segrià;14 anys;homes;població;;1281
1986;Segrià;14 anys;dones;població;;1141
1986;Segrià;14 anys;total;població;;2422
1986;Segrià;15 anys;homes;població;;1230
1986;Segrià;15 anys;dones;població;;1299
1986;Segrià;15 anys;total;població;;2529
1986;Segrià;16 anys;homes;població;;1248
1986;Segrià;16 anys;dones;població;;1176
1986;Segrià;16 anys;total;població;;2424
1986;Segrià;17 anys;homes;població;;1265
1986;Segrià;17 anys;dones;població;;1198
1986;Segrià;17 anys;total;població;;2463
1986;Segrià;18 anys;homes;població;;1314
1986;Segrià;18 anys;dones;població;;1216
1986;Segrià;18 anys;total;població;;2530
1986;Segrià;19 anys;homes;població;;1276
1986;Segrià;19 anys;dones;població;;1208
1986;Segrià;19 anys;total;població;;2484
1986;Segrià;20 anys;homes;població;;1307
1986;Segrià;20 anys;dones;població;;1246
1986;Segrià;20 anys;total;població;;2553
1986;Segrià;21 anys;homes;població;;1320
1986;Segrià;21 anys;dones;població;;1306
1986;Segrià;21 anys;total;població;;2626
1986;Segrià;22 anys;homes;població;;1282
1986;Segrià;22 anys;dones;població;;1248
1986;Segrià;22 anys;total;població;;2530
1986;Segrià;23 anys;homes;població;;1267
1986;Segrià;23 anys;dones;població;;1268
1986;Segrià;23 anys;total;població;;2535
1986;Segrià;24 anys;homes;població;;1330
1986;Segrià;24 anys;dones;població;;1215
1986;Segrià;24 anys;total;població;;2545
1986;Segrià;25 anys;homes;població;;1203
1986;Segrià;25 anys;dones;població;;1267
1986;Segrià;25 anys;total;població;;2470
1986;Segrià;26 anys;homes;població;;1241
1986;Segrià;26 anys;dones;població;;1190
1986;Segrià;26 anys;total;població;;2431
1986;Segrià;27 anys;homes;població;;1232
1986;Segrià;27 anys;dones;població;;1219
1986;Segrià;27 anys;total;població;;2451
1986;Segrià;28 anys;homes;població;;1232
1986;Segrià;28 anys;dones;població;;1172
1986;Segrià;28 anys;total;població;;2404
1986;Segrià;29 anys;homes;població;;1149
1986;Segrià;29 anys;dones;població;;1057
1986;Segrià;29 anys;total;població;;2206
1986;Segrià;30 anys;homes;població;;1075
1986;Segrià;30 anys;dones;població;;1163
1986;Segrià;30 anys;total;població;;2238
1986;Segrià;31 anys;homes;població;;1135
1986;Segrià;31 anys;dones;població;;1062
1986;Segrià;31 anys;total;població;;2197
1986;Segrià;32 anys;homes;població;;1147
1986;Segrià;32 anys;dones;població;;1047
1986;Segrià;32 anys;total;població;;2194
1986;Segrià;33 anys;homes;població;;1057
1986;Segrià;33 anys;dones;població;;1075
1986;Segrià;33 anys;total;població;;2132
1986;Segrià;34 anys;homes;població;;1020
1986;Segrià;34 anys;dones;població;;1021
1986;Segrià;34 anys;total;població;;2041
1986;Segrià;35 anys;homes;població;;1025
1986;Segrià;35 anys;dones;població;;941
1986;Segrià;35 anys;total;població;;1966
1986;Segrià;36 anys;homes;població;;920
1986;Segrià;36 anys;dones;població;;1049
1986;Segrià;36 anys;total;població;;1969
1986;Segrià;37 anys;homes;població;;1077
1986;Segrià;37 anys;dones;població;;1073
1986;Segrià;37 anys;total;població;;2150
1986;Segrià;38 anys;homes;població;;1070
1986;Segrià;38 anys;dones;població;;1046
1986;Segrià;38 anys;total;població;;2116
1986;Segrià;39 anys;homes;població;;914
1986;Segrià;39 anys;dones;població;;1011
1986;Segrià;39 anys;total;població;;1925
1986;Segrià;40 anys;homes;població;;973
1986;Segrià;40 anys;dones;població;;925
1986;Segrià;40 anys;total;població;;1898
1986;Segrià;41 anys;homes;població;;945
1986;Segrià;41 anys;dones;població;;946
1986;Segrià;41 anys;total;població;;1891
1986;Segrià;42 anys;homes;població;;963
1986;Segrià;42 anys;dones;població;;914
1986;Segrià;42 anys;total;població;;1877
1986;Segrià;43 anys;homes;població;;887
1986;Segrià;43 anys;dones;població;;888
1986;Segrià;43 anys;total;població;;1775
1986;Segrià;44 anys;homes;població;;766
1986;Segrià;44 anys;dones;població;;770
1986;Segrià;44 anys;total;població;;1536
1986;Segrià;45 anys;homes;població;;871
1986;Segrià;45 anys;dones;població;;934
1986;Segrià;45 anys;total;població;;1805
1986;Segrià;46 anys;homes;població;;596
1986;Segrià;46 anys;dones;població;;611
1986;Segrià;46 anys;total;població;;1207
1986;Segrià;47 anys;homes;població;;652
1986;Segrià;47 anys;dones;població;;659
1986;Segrià;47 anys;total;població;;1311
1986;Segrià;48 anys;homes;població;;886
1986;Segrià;48 anys;dones;població;;894
1986;Segrià;48 anys;total;població;;1780
1986;Segrià;49 anys;homes;població;;917
1986;Segrià;49 anys;dones;població;;957
1986;Segrià;49 anys;total;població;;1874
1986;Segrià;50 anys;homes;població;;902
1986;Segrià;50 anys;dones;població;;1006
1986;Segrià;50 anys;total;població;;1908
1986;Segrià;51 anys;homes;població;;876
1986;Segrià;51 anys;dones;població;;1030
1986;Segrià;51 anys;total;població;;1906
1986;Segrià;52 anys;homes;població;;1012
1986;Segrià;52 anys;dones;població;;962
1986;Segrià;52 anys;total;població;;1974
1986;Segrià;53 anys;homes;població;;926
1986;Segrià;53 anys;dones;població;;1051
1986;Segrià;53 anys;total;població;;1977
1986;Segrià;54 anys;homes;població;;992
1986;Segrià;54 anys;dones;població;;988
1986;Segrià;54 anys;total;població;;1980
1986;Segrià;55 anys;homes;població;;929
1986;Segrià;55 anys;dones;població;;1057
1986;Segrià;55 anys;total;població;;1986
1986;Segrià;56 anys;homes;població;;943
1986;Segrià;56 anys;dones;població;;960
1986;Segrià;56 anys;total;població;;1903
1986;Segrià;57 anys;homes;població;;963
1986;Segrià;57 anys;dones;població;;1007
1986;Segrià;57 anys;total;població;;1970
1986;Segrià;58 anys;homes;població;;901
1986;Segrià;58 anys;dones;població;;994
1986;Segrià;58 anys;total;població;;1895
1986;Segrià;59 anys;homes;població;;1012
1986;Segrià;59 anys;dones;població;;947
1986;Segrià;59 anys;total;població;;1959
1986;Segrià;60 anys;homes;població;;943
1986;Segrià;60 anys;dones;població;;958
1986;Segrià;60 anys;total;població;;1901
1986;Segrià;61 anys;homes;població;;859
1986;Segrià;61 anys;dones;població;;922
1986;Segrià;61 anys;total;població;;1781
1986;Segrià;62 anys;homes;població;;853
1986;Segrià;62 anys;dones;població;;884
1986;Segrià;62 anys;total;població;;1737
1986;Segrià;63 anys;homes;població;;855
1986;Segrià;63 anys;dones;població;;898
1986;Segrià;63 anys;total;població;;1753
1986;Segrià;64 anys;homes;població;;849
1986;Segrià;64 anys;dones;població;;864
1986;Segrià;64 anys;total;població;;1713
1986;Segrià;65 anys;homes;població;;761
1986;Segrià;65 anys;dones;població;;870
1986;Segrià;65 anys;total;població;;1631
1986;Segrià;66 anys;homes;població;;703
1986;Segrià;66 anys;dones;població;;831
1986;Segrià;66 anys;total;població;;1534
1986;Segrià;67 anys;homes;població;;638
1986;Segrià;67 anys;dones;població;;785
1986;Segrià;67 anys;total;població;;1423
1986;Segrià;68 anys;homes;població;;652
1986;Segrià;68 anys;dones;població;;737
1986;Segrià;68 anys;total;població;;1389
1986;Segrià;69 anys;homes;població;;533
1986;Segrià;69 anys;dones;població;;719
1986;Segrià;69 anys;total;població;;1252
1986;Segrià;70 anys;homes;població;;559
1986;Segrià;70 anys;dones;població;;692
1986;Segrià;70 anys;total;població;;1251
1986;Segrià;71 anys;homes;població;;574
1986;Segrià;71 anys;dones;població;;627
1986;Segrià;71 anys;total;població;;1201
1986;Segrià;72 anys;homes;població;;541
1986;Segrià;72 anys;dones;població;;669
1986;Segrià;72 anys;total;població;;1210
1986;Segrià;73 anys;homes;població;;555
1986;Segrià;73 anys;dones;població;;645
1986;Segrià;73 anys;total;població;;1200
1986;Segrià;74 anys;homes;població;;504
1986;Segrià;74 anys;dones;població;;583
1986;Segrià;74 anys;total;població;;1087
1986;Segrià;75 anys;homes;població;;468
1986;Segrià;75 anys;dones;població;;543
1986;Segrià;75 anys;total;població;;1011
1986;Segrià;76 anys;homes;població;;417
1986;Segrià;76 anys;dones;població;;554
1986;Segrià;76 anys;total;població;;971
1986;Segrià;77 anys;homes;població;;418
1986;Segrià;77 anys;dones;població;;443
1986;Segrià;77 anys;total;població;;861
1986;Segrià;78 anys;homes;població;;339
1986;Segrià;78 anys;dones;població;;512
1986;Segrià;78 anys;total;població;;851
1986;Segrià;79 anys;homes;població;;308
1986;Segrià;79 anys;dones;població;;405
1986;Segrià;79 anys;total;població;;713
1986;Segrià;80 anys;homes;població;;268
1986;Segrià;80 anys;dones;població;;381
1986;Segrià;80 anys;total;població;;649
1986;Segrià;81 anys;homes;població;;236
1986;Segrià;81 anys;dones;població;;308
1986;Segrià;81 anys;total;població;;544
1986;Segrià;82 anys;homes;població;;211
1986;Segrià;82 anys;dones;població;;267
1986;Segrià;82 anys;total;població;;478
1986;Segrià;83 anys;homes;població;;201
1986;Segrià;83 anys;dones;població;;292
1986;Segrià;83 anys;total;població;;493
1986;Segrià;84 anys;homes;població;;146
1986;Segrià;84 anys;dones;població;;226
1986;Segrià;84 anys;total;població;;372
1986;Segrià;85 anys;homes;població;;128
1986;Segrià;85 anys;dones;població;;211
1986;Segrià;85 anys;total;població;;339
1986;Segrià;86 anys;homes;població;;98
1986;Segrià;86 anys;dones;població;;133
1986;Segrià;86 anys;total;població;;231
1986;Segrià;87 anys;homes;població;;84
1986;Segrià;87 anys;dones;població;;105
1986;Segrià;87 anys;total;població;;189
1986;Segrià;88 anys;homes;població;;63
1986;Segrià;88 anys;dones;població;;83
1986;Segrià;88 anys;total;població;;146
1986;Segrià;89 anys;homes;població;;39
1986;Segrià;89 anys;dones;població;;65
1986;Segrià;89 anys;total;població;;104
1986;Segrià;90 anys;homes;població;;40
1986;Segrià;90 anys;dones;població;;54
1986;Segrià;90 anys;total;població;;94
1986;Segrià;91 anys;homes;població;;24
1986;Segrià;91 anys;dones;població;;58
1986;Segrià;91 anys;total;població;;82
1986;Segrià;92 anys;homes;població;;17
1986;Segrià;92 anys;dones;població;;35
1986;Segrià;92 anys;total;població;;52
1986;Segrià;93 anys;homes;població;;18
1986;Segrià;93 anys;dones;població;;18
1986;Segrià;93 anys;total;població;;36
1986;Segrià;94 anys;homes;població;;4
1986;Segrià;94 anys;dones;població;;16
1986;Segrià;94 anys;total;població;;20
1986;Segrià;95 anys;homes;població;;6
1986;Segrià;95 anys;dones;població;;15
1986;Segrià;95 anys;total;població;;21
1986;Segrià;96 anys;homes;població;;2
1986;Segrià;96 anys;dones;població;;6
1986;Segrià;96 anys;total;població;;8
1986;Segrià;97 anys;homes;població;;1
1986;Segrià;97 anys;dones;població;;5
1986;Segrià;97 anys;total;població;;6
1986;Segrià;98 anys;homes;població;;1
1986;Segrià;98 anys;dones;població;;3
1986;Segrià;98 anys;total;població;;4
1986;Segrià;99 anys o més;homes;població;;4
1986;Segrià;99 anys o més;dones;població;;5
1986;Segrià;99 anys o més;total;població;;9
1986;Segrià;No hi consta;homes;població;;40
1986;Segrià;No hi consta;dones;població;;46
1986;Segrià;No hi consta;total;població;;86
1986;Segrià;total;homes;població;;78625
1986;Segrià;total;dones;població;;80052
1986;Segrià;total;total;població;;158677
1986;Selva;0 anys;homes;població;;543
1986;Selva;0 anys;dones;població;;482
1986;Selva;0 anys;total;població;;1025
1986;Selva;1 any;homes;població;;526
1986;Selva;1 any;dones;població;;482
1986;Selva;1 any;total;població;;1008
1986;Selva;2 anys;homes;població;;569
1986;Selva;2 anys;dones;població;;536
1986;Selva;2 anys;total;població;;1105
1986;Selva;3 anys;homes;població;;637
1986;Selva;3 anys;dones;població;;570
1986;Selva;3 anys;total;població;;1207
1986;Selva;4 anys;homes;població;;631
1986;Selva;4 anys;dones;població;;680
1986;Selva;4 anys;total;població;;1311
1986;Selva;5 anys;homes;població;;724
1986;Selva;5 anys;dones;població;;624
1986;Selva;5 anys;total;població;;1348
1986;Selva;6 anys;homes;població;;724
1986;Selva;6 anys;dones;població;;709
1986;Selva;6 anys;total;població;;1433
1986;Selva;7 anys;homes;població;;770
1986;Selva;7 anys;dones;població;;723
1986;Selva;7 anys;total;població;;1493
1986;Selva;8 anys;homes;població;;762
1986;Selva;8 anys;dones;població;;703
1986;Selva;8 anys;total;població;;1465
1986;Selva;9 anys;homes;població;;809
1986;Selva;9 anys;dones;població;;686
1986;Selva;9 anys;total;població;;1495
1986;Selva;10 anys;homes;població;;790
1986;Selva;10 anys;dones;població;;708
1986;Selva;10 anys;total;població;;1498
1986;Selva;11 anys;homes;població;;777
1986;Selva;11 anys;dones;població;;704
1986;Selva;11 anys;total;població;;1481
1986;Selva;12 anys;homes;població;;737
1986;Selva;12 anys;dones;població;;714
1986;Selva;12 anys;total;població;;1451
1986;Selva;13 anys;homes;població;;746
1986;Selva;13 anys;dones;població;;734
1986;Selva;13 anys;total;població;;1480
1986;Selva;14 anys;homes;població;;720
1986;Selva;14 anys;dones;població;;682
1986;Selva;14 anys;total;població;;1402
1986;Selva;15 anys;homes;població;;745
1986;Selva;15 anys;dones;població;;714
1986;Selva;15 anys;total;població;;1459
1986;Selva;16 anys;homes;població;;718
1986;Selva;16 anys;dones;població;;710
1986;Selva;16 anys;total;població;;1428
1986;Selva;17 anys;homes;població;;682
1986;Selva;17 anys;dones;població;;703
1986;Selva;17 anys;total;població;;1385
1986;Selva;18 anys;homes;població;;763
1986;Selva;18 anys;dones;població;;749
1986;Selva;18 anys;total;població;;1512
1986;Selva;19 anys;homes;població;;736
1986;Selva;19 anys;dones;població;;709
1986;Selva;19 anys;total;població;;1445
1986;Selva;20 anys;homes;població;;736
1986;Selva;20 anys;dones;població;;744
1986;Selva;20 anys;total;població;;1480
1986;Selva;21 anys;homes;població;;775
1986;Selva;21 anys;dones;població;;744
1986;Selva;21 anys;total;població;;1519
1986;Selva;22 anys;homes;població;;720
1986;Selva;22 anys;dones;població;;709
1986;Selva;22 anys;total;població;;1429
1986;Selva;23 anys;homes;població;;688
1986;Selva;23 anys;dones;població;;764
1986;Selva;23 anys;total;població;;1452
1986;Selva;24 anys;homes;població;;789
1986;Selva;24 anys;dones;població;;754
1986;Selva;24 anys;total;població;;1543
1986;Selva;25 anys;homes;població;;812
