any;comarca o Aran;edat;sexe;concepte;estat;valor
1981;Alt Empordà;98 anys;dones;població;;1
1981;Alt Empordà;98 anys;total;població;;2
1981;Alt Empordà;99 anys o més;homes;població;;2
1981;Alt Empordà;99 anys o més;dones;població;;5
1981;Alt Empordà;99 anys o més;total;població;;7
1981;Alt Empordà;No hi consta;homes;població;;87
1981;Alt Empordà;No hi consta;dones;població;;110
1981;Alt Empordà;No hi consta;total;població;;197
1981;Alt Empordà;total;homes;població;;40402
1981;Alt Empordà;total;dones;població;;40388
1981;Alt Empordà;total;total;població;;80790
1981;Alt Penedès;0 anys;homes;població;;472
1981;Alt Penedès;0 anys;dones;població;;479
1981;Alt Penedès;0 anys;total;població;;951
1981;Alt Penedès;1 any;homes;població;;514
1981;Alt Penedès;1 any;dones;població;;483
1981;Alt Penedès;1 any;total;població;;997
1981;Alt Penedès;2 anys;homes;població;;503
1981;Alt Penedès;2 anys;dones;població;;510
1981;Alt Penedès;2 anys;total;població;;1013
1981;Alt Penedès;3 anys;homes;població;;522
1981;Alt Penedès;3 anys;dones;població;;488
1981;Alt Penedès;3 anys;total;població;;1010
1981;Alt Penedès;4 anys;homes;població;;605
1981;Alt Penedès;4 anys;dones;població;;565
1981;Alt Penedès;4 anys;total;població;;1170
1981;Alt Penedès;5 anys;homes;població;;562
1981;Alt Penedès;5 anys;dones;població;;543
1981;Alt Penedès;5 anys;total;població;;1105
1981;Alt Penedès;6 anys;homes;població;;588
1981;Alt Penedès;6 anys;dones;població;;556
1981;Alt Penedès;6 anys;total;població;;1144
1981;Alt Penedès;7 anys;homes;població;;577
1981;Alt Penedès;7 anys;dones;població;;512
1981;Alt Penedès;7 anys;total;població;;1089
1981;Alt Penedès;8 anys;homes;població;;559
1981;Alt Penedès;8 anys;dones;població;;461
1981;Alt Penedès;8 anys;total;població;;1020
1981;Alt Penedès;9 anys;homes;població;;535
1981;Alt Penedès;9 anys;dones;població;;453
1981;Alt Penedès;9 anys;total;població;;988
1981;Alt Penedès;10 anys;homes;població;;556
1981;Alt Penedès;10 anys;dones;població;;478
1981;Alt Penedès;10 anys;total;població;;1034
1981;Alt Penedès;11 anys;homes;població;;494
1981;Alt Penedès;11 anys;dones;població;;497
1981;Alt Penedès;11 anys;total;població;;991
1981;Alt Penedès;12 anys;homes;població;;504
1981;Alt Penedès;12 anys;dones;població;;495
1981;Alt Penedès;12 anys;total;població;;999
1981;Alt Penedès;13 anys;homes;població;;556
1981;Alt Penedès;13 anys;dones;població;;511
1981;Alt Penedès;13 anys;total;població;;1067
1981;Alt Penedès;14 anys;homes;població;;494
1981;Alt Penedès;14 anys;dones;població;;500
1981;Alt Penedès;14 anys;total;població;;994
1981;Alt Penedès;15 anys;homes;població;;532
1981;Alt Penedès;15 anys;dones;població;;491
1981;Alt Penedès;15 anys;total;població;;1023
1981;Alt Penedès;16 anys;homes;població;;541
1981;Alt Penedès;16 anys;dones;població;;489
1981;Alt Penedès;16 anys;total;població;;1030
1981;Alt Penedès;17 anys;homes;població;;526
1981;Alt Penedès;17 anys;dones;població;;487
1981;Alt Penedès;17 anys;total;població;;1013
1981;Alt Penedès;18 anys;homes;població;;532
1981;Alt Penedès;18 anys;dones;població;;472
1981;Alt Penedès;18 anys;total;població;;1004
1981;Alt Penedès;19 anys;homes;població;;520
1981;Alt Penedès;19 anys;dones;població;;507
1981;Alt Penedès;19 anys;total;població;;1027
1981;Alt Penedès;20 anys;homes;població;;505
1981;Alt Penedès;20 anys;dones;població;;462
1981;Alt Penedès;20 anys;total;població;;967
1981;Alt Penedès;21 anys;homes;població;;489
1981;Alt Penedès;21 anys;dones;població;;499
1981;Alt Penedès;21 anys;total;població;;988
1981;Alt Penedès;22 anys;homes;població;;506
1981;Alt Penedès;22 anys;dones;població;;516
1981;Alt Penedès;22 anys;total;població;;1022
1981;Alt Penedès;23 anys;homes;població;;473
1981;Alt Penedès;23 anys;dones;població;;495
1981;Alt Penedès;23 anys;total;població;;968
1981;Alt Penedès;24 anys;homes;població;;450
1981;Alt Penedès;24 anys;dones;població;;470
1981;Alt Penedès;24 anys;total;població;;920
1981;Alt Penedès;25 anys;homes;població;;465
1981;Alt Penedès;25 anys;dones;població;;455
1981;Alt Penedès;25 anys;total;població;;920
1981;Alt Penedès;26 anys;homes;població;;468
1981;Alt Penedès;26 anys;dones;població;;465
1981;Alt Penedès;26 anys;total;població;;933
1981;Alt Penedès;27 anys;homes;població;;495
1981;Alt Penedès;27 anys;dones;població;;456
1981;Alt Penedès;27 anys;total;població;;951
1981;Alt Penedès;28 anys;homes;població;;467
1981;Alt Penedès;28 anys;dones;població;;446
1981;Alt Penedès;28 anys;total;població;;913
1981;Alt Penedès;29 anys;homes;població;;468
1981;Alt Penedès;29 anys;dones;població;;427
1981;Alt Penedès;29 anys;total;població;;895
1981;Alt Penedès;30 anys;homes;població;;407
1981;Alt Penedès;30 anys;dones;població;;420
1981;Alt Penedès;30 anys;total;població;;827
1981;Alt Penedès;31 anys;homes;població;;438
1981;Alt Penedès;31 anys;dones;població;;417
1981;Alt Penedès;31 anys;total;població;;855
1981;Alt Penedès;32 anys;homes;població;;471
1981;Alt Penedès;32 anys;dones;població;;433
1981;Alt Penedès;32 anys;total;població;;904
1981;Alt Penedès;33 anys;homes;població;;458
1981;Alt Penedès;33 anys;dones;població;;457
1981;Alt Penedès;33 anys;total;població;;915
1981;Alt Penedès;34 anys;homes;població;;406
1981;Alt Penedès;34 anys;dones;població;;378
1981;Alt Penedès;34 anys;total;població;;784
1981;Alt Penedès;35 anys;homes;població;;432
1981;Alt Penedès;35 anys;dones;població;;401
1981;Alt Penedès;35 anys;total;població;;833
1981;Alt Penedès;36 anys;homes;població;;387
1981;Alt Penedès;36 anys;dones;població;;400
1981;Alt Penedès;36 anys;total;població;;787
1981;Alt Penedès;37 anys;homes;població;;412
1981;Alt Penedès;37 anys;dones;població;;392
1981;Alt Penedès;37 anys;total;població;;804
1981;Alt Penedès;38 anys;homes;població;;410
1981;Alt Penedès;38 anys;dones;població;;329
1981;Alt Penedès;38 anys;total;població;;739
1981;Alt Penedès;39 anys;homes;població;;340
1981;Alt Penedès;39 anys;dones;població;;310
1981;Alt Penedès;39 anys;total;població;;650
1981;Alt Penedès;40 anys;homes;població;;421
1981;Alt Penedès;40 anys;dones;població;;399
1981;Alt Penedès;40 anys;total;població;;820
1981;Alt Penedès;41 anys;homes;població;;214
1981;Alt Penedès;41 anys;dones;població;;235
1981;Alt Penedès;41 anys;total;població;;449
1981;Alt Penedès;42 anys;homes;població;;255
1981;Alt Penedès;42 anys;dones;població;;232
1981;Alt Penedès;42 anys;total;població;;487
1981;Alt Penedès;43 anys;homes;població;;337
1981;Alt Penedès;43 anys;dones;població;;321
1981;Alt Penedès;43 anys;total;població;;658
1981;Alt Penedès;44 anys;homes;població;;395
1981;Alt Penedès;44 anys;dones;població;;378
1981;Alt Penedès;44 anys;total;població;;773
1981;Alt Penedès;45 anys;homes;població;;340
1981;Alt Penedès;45 anys;dones;població;;379
1981;Alt Penedès;45 anys;total;població;;719
1981;Alt Penedès;46 anys;homes;població;;400
1981;Alt Penedès;46 anys;dones;població;;368
1981;Alt Penedès;46 anys;total;població;;768
1981;Alt Penedès;47 anys;homes;població;;360
1981;Alt Penedès;47 anys;dones;població;;420
1981;Alt Penedès;47 anys;total;població;;780
1981;Alt Penedès;48 anys;homes;població;;399
1981;Alt Penedès;48 anys;dones;població;;433
1981;Alt Penedès;48 anys;total;població;;832
1981;Alt Penedès;49 anys;homes;població;;397
1981;Alt Penedès;49 anys;dones;població;;454
1981;Alt Penedès;49 anys;total;població;;851
1981;Alt Penedès;50 anys;homes;població;;420
1981;Alt Penedès;50 anys;dones;població;;405
1981;Alt Penedès;50 anys;total;població;;825
1981;Alt Penedès;51 anys;homes;població;;431
1981;Alt Penedès;51 anys;dones;població;;408
1981;Alt Penedès;51 anys;total;població;;839
1981;Alt Penedès;52 anys;homes;població;;434
1981;Alt Penedès;52 anys;dones;població;;420
1981;Alt Penedès;52 anys;total;població;;854
1981;Alt Penedès;53 anys;homes;població;;412
1981;Alt Penedès;53 anys;dones;població;;400
1981;Alt Penedès;53 anys;total;població;;812
1981;Alt Penedès;54 anys;homes;població;;405
1981;Alt Penedès;54 anys;dones;població;;428
1981;Alt Penedès;54 anys;total;població;;833
1981;Alt Penedès;55 anys;homes;població;;376
1981;Alt Penedès;55 anys;dones;població;;373
1981;Alt Penedès;55 anys;total;població;;749
1981;Alt Penedès;56 anys;homes;població;;397
1981;Alt Penedès;56 anys;dones;població;;419
1981;Alt Penedès;56 anys;total;població;;816
1981;Alt Penedès;57 anys;homes;població;;386
1981;Alt Penedès;57 anys;dones;població;;379
1981;Alt Penedès;57 anys;total;població;;765
1981;Alt Penedès;58 anys;homes;població;;395
1981;Alt Penedès;58 anys;dones;població;;373
1981;Alt Penedès;58 anys;total;població;;768
1981;Alt Penedès;59 anys;homes;població;;389
1981;Alt Penedès;59 anys;dones;població;;366
1981;Alt Penedès;59 anys;total;població;;755
1981;Alt Penedès;60 anys;homes;població;;326
1981;Alt Penedès;60 anys;dones;població;;385
1981;Alt Penedès;60 anys;total;població;;711
1981;Alt Penedès;61 anys;homes;població;;278
1981;Alt Penedès;61 anys;dones;població;;307
1981;Alt Penedès;61 anys;total;població;;585
1981;Alt Penedès;62 anys;homes;població;;292
1981;Alt Penedès;62 anys;dones;població;;316
1981;Alt Penedès;62 anys;total;població;;608
1981;Alt Penedès;63 anys;homes;població;;260
1981;Alt Penedès;63 anys;dones;població;;296
1981;Alt Penedès;63 anys;total;població;;556
1981;Alt Penedès;64 anys;homes;població;;226
1981;Alt Penedès;64 anys;dones;població;;285
1981;Alt Penedès;64 anys;total;població;;511
1981;Alt Penedès;65 anys;homes;població;;278
1981;Alt Penedès;65 anys;dones;població;;298
1981;Alt Penedès;65 anys;total;població;;576
1981;Alt Penedès;66 anys;homes;població;;263
1981;Alt Penedès;66 anys;dones;població;;314
1981;Alt Penedès;66 anys;total;població;;577
1981;Alt Penedès;67 anys;homes;població;;252
1981;Alt Penedès;67 anys;dones;població;;291
1981;Alt Penedès;67 anys;total;població;;543
1981;Alt Penedès;68 anys;homes;població;;250
1981;Alt Penedès;68 anys;dones;població;;283
1981;Alt Penedès;68 anys;total;població;;533
1981;Alt Penedès;69 anys;homes;població;;232
1981;Alt Penedès;69 anys;dones;població;;278
1981;Alt Penedès;69 anys;total;població;;510
1981;Alt Penedès;70 anys;homes;població;;232
1981;Alt Penedès;70 anys;dones;població;;294
1981;Alt Penedès;70 anys;total;població;;526
1981;Alt Penedès;71 anys;homes;població;;197
1981;Alt Penedès;71 anys;dones;població;;271
1981;Alt Penedès;71 anys;total;població;;468
1981;Alt Penedès;72 anys;homes;població;;205
1981;Alt Penedès;72 anys;dones;població;;246
1981;Alt Penedès;72 anys;total;població;;451
1981;Alt Penedès;73 anys;homes;població;;155
1981;Alt Penedès;73 anys;dones;població;;230
1981;Alt Penedès;73 anys;total;població;;385
1981;Alt Penedès;74 anys;homes;població;;174
1981;Alt Penedès;74 anys;dones;població;;241
1981;Alt Penedès;74 anys;total;població;;415
1981;Alt Penedès;75 anys;homes;població;;178
1981;Alt Penedès;75 anys;dones;població;;211
1981;Alt Penedès;75 anys;total;població;;389
1981;Alt Penedès;76 anys;homes;població;;140
1981;Alt Penedès;76 anys;dones;població;;217
1981;Alt Penedès;76 anys;total;població;;357
1981;Alt Penedès;77 anys;homes;població;;142
1981;Alt Penedès;77 anys;dones;població;;198
1981;Alt Penedès;77 anys;total;població;;340
1981;Alt Penedès;78 anys;homes;població;;138
1981;Alt Penedès;78 anys;dones;població;;198
1981;Alt Penedès;78 anys;total;població;;336
1981;Alt Penedès;79 anys;homes;població;;117
1981;Alt Penedès;79 anys;dones;població;;131
1981;Alt Penedès;79 anys;total;població;;248
1981;Alt Penedès;80 anys;homes;població;;109
1981;Alt Penedès;80 anys;dones;població;;185
1981;Alt Penedès;80 anys;total;població;;294
1981;Alt Penedès;81 anys;homes;població;;76
1981;Alt Penedès;81 anys;dones;població;;125
1981;Alt Penedès;81 anys;total;població;;201
1981;Alt Penedès;82 anys;homes;població;;61
1981;Alt Penedès;82 anys;dones;població;;100
1981;Alt Penedès;82 anys;total;població;;161
1981;Alt Penedès;83 anys;homes;població;;65
1981;Alt Penedès;83 anys;dones;població;;94
1981;Alt Penedès;83 anys;total;població;;159
1981;Alt Penedès;84 anys;homes;població;;55
1981;Alt Penedès;84 anys;dones;població;;87
1981;Alt Penedès;84 anys;total;població;;142
1981;Alt Penedès;85 anys;homes;població;;42
1981;Alt Penedès;85 anys;dones;població;;80
1981;Alt Penedès;85 anys;total;població;;122
1981;Alt Penedès;86 anys;homes;població;;25
1981;Alt Penedès;86 anys;dones;població;;56
1981;Alt Penedès;86 anys;total;població;;81
1981;Alt Penedès;87 anys;homes;població;;26
1981;Alt Penedès;87 anys;dones;població;;48
1981;Alt Penedès;87 anys;total;població;;74
1981;Alt Penedès;88 anys;homes;població;;21
1981;Alt Penedès;88 anys;dones;població;;38
1981;Alt Penedès;88 anys;total;població;;59
1981;Alt Penedès;89 anys;homes;població;;15
1981;Alt Penedès;89 anys;dones;població;;31
1981;Alt Penedès;89 anys;total;població;;46
1981;Alt Penedès;90 anys;homes;població;;9
1981;Alt Penedès;90 anys;dones;població;;31
1981;Alt Penedès;90 anys;total;població;;40
1981;Alt Penedès;91 anys;homes;població;;4
1981;Alt Penedès;91 anys;dones;població;;20
1981;Alt Penedès;91 anys;total;població;;24
1981;Alt Penedès;92 anys;homes;població;;6
1981;Alt Penedès;92 anys;dones;població;;7
1981;Alt Penedès;92 anys;total;població;;13
1981;Alt Penedès;93 anys;homes;població;;1
1981;Alt Penedès;93 anys;dones;població;;4
1981;Alt Penedès;93 anys;total;població;;5
1981;Alt Penedès;94 anys;homes;població;;4
1981;Alt Penedès;94 anys;dones;població;;2
1981;Alt Penedès;94 anys;total;població;;6
1981;Alt Penedès;95 anys;homes;població;;1
1981;Alt Penedès;95 anys;dones;població;;2
1981;Alt Penedès;95 anys;total;població;;3
1981;Alt Penedès;96 anys;homes;població;;0
1981;Alt Penedès;96 anys;dones;població;;3
1981;Alt Penedès;96 anys;total;població;;3
1981;Alt Penedès;97 anys;homes;població;;0
1981;Alt Penedès;97 anys;dones;població;;2
1981;Alt Penedès;97 anys;total;població;;2
1981;Alt Penedès;98 anys;homes;població;;1
1981;Alt Penedès;98 anys;dones;població;;2
1981;Alt Penedès;98 anys;total;població;;3
1981;Alt Penedès;99 anys o més;homes;població;;0
1981;Alt Penedès;99 anys o més;dones;població;;3
1981;Alt Penedès;99 anys o més;total;població;;3
1981;Alt Penedès;No hi consta;homes;població;;200
1981;Alt Penedès;No hi consta;dones;població;;231
1981;Alt Penedès;No hi consta;total;població;;431
1981;Alt Penedès;total;homes;població;;32258
1981;Alt Penedès;total;dones;població;;32636
1981;Alt Penedès;total;total;població;;64894
1981;Alt Urgell;0 anys;homes;població;;99
1981;Alt Urgell;0 anys;dones;població;;103
1981;Alt Urgell;0 anys;total;població;;202
1981;Alt Urgell;1 any;homes;població;;135
1981;Alt Urgell;1 any;dones;població;;129
1981;Alt Urgell;1 any;total;població;;264
1981;Alt Urgell;2 anys;homes;població;;141
1981;Alt Urgell;2 anys;dones;població;;124
1981;Alt Urgell;2 anys;total;població;;265
1981;Alt Urgell;3 anys;homes;població;;135
1981;Alt Urgell;3 anys;dones;població;;109
1981;Alt Urgell;3 anys;total;població;;244
1981;Alt Urgell;4 anys;homes;població;;132
1981;Alt Urgell;4 anys;dones;població;;134
1981;Alt Urgell;4 anys;total;població;;266
1981;Alt Urgell;5 anys;homes;població;;163
1981;Alt Urgell;5 anys;dones;població;;133
1981;Alt Urgell;5 anys;total;població;;296
1981;Alt Urgell;6 anys;homes;població;;125
1981;Alt Urgell;6 anys;dones;població;;123
1981;Alt Urgell;6 anys;total;població;;248
1981;Alt Urgell;7 anys;homes;població;;128
1981;Alt Urgell;7 anys;dones;població;;126
1981;Alt Urgell;7 anys;total;població;;254
1981;Alt Urgell;8 anys;homes;població;;151
1981;Alt Urgell;8 anys;dones;població;;107
1981;Alt Urgell;8 anys;total;població;;258
1981;Alt Urgell;9 anys;homes;població;;132
1981;Alt Urgell;9 anys;dones;població;;123
1981;Alt Urgell;9 anys;total;població;;255
1981;Alt Urgell;10 anys;homes;població;;138
1981;Alt Urgell;10 anys;dones;població;;118
1981;Alt Urgell;10 anys;total;població;;256
1981;Alt Urgell;11 anys;homes;població;;133
1981;Alt Urgell;11 anys;dones;població;;117
1981;Alt Urgell;11 anys;total;població;;250
1981;Alt Urgell;12 anys;homes;població;;136
1981;Alt Urgell;12 anys;dones;població;;117
1981;Alt Urgell;12 anys;total;població;;253
1981;Alt Urgell;13 anys;homes;població;;131
1981;Alt Urgell;13 anys;dones;població;;139
1981;Alt Urgell;13 anys;total;població;;270
1981;Alt Urgell;14 anys;homes;població;;169
1981;Alt Urgell;14 anys;dones;població;;138
1981;Alt Urgell;14 anys;total;població;;307
1981;Alt Urgell;15 anys;homes;població;;121
1981;Alt Urgell;15 anys;dones;població;;119
1981;Alt Urgell;15 anys;total;població;;240
1981;Alt Urgell;16 anys;homes;població;;138
1981;Alt Urgell;16 anys;dones;població;;162
1981;Alt Urgell;16 anys;total;població;;300
