"Curs";"Nom ensenyament";"Nivell";"Nom comarca";"Nombre grups";"Nombre places";"Places ofertades a la preinscripció";"Assignacions";"Assignacions: 1a peticio";"Assignacions: Altres peticions";"Places vacants";"Places ocupades";"Nombre centres";"any";"edat";"dones";"homes";"total"
"2021/2022";"Educació secundària obligatòria";"2";"Baix Camp";87;2581;122;31;22;9;93;2490;28;2020;12;1234;1257;2491
"2021/2022";"Educació secundària obligatòria";"2";"Baix Ebre";31;930;72;14;10;4;60;872;12;2020;12;370;409;779
"2021/2022";"Educació secundària obligatòria";"2";"Baix Empordà";56;1665;103;16;13;3;87;1578;18;2020;12;693;785;1478
"2021/2022";"Educació secundària obligatòria";"2";"Baix Llobregat";329;9765;365;127;100;27;251;9527;111;2020;12;4948;5152;10100
"2021/2022";"Educació secundària obligatòria";"2";"Baix Penedès";49;1452;96;30;24;6;66;1386;13;2020;12;658;695;1353
"2021/2022";"Educació secundària obligatòria";"2";"Barcelonès";737;21654;960;498;363;135;508;21192;304;2020;12;9906;10595;20501
"2021/2022";"Educació secundària obligatòria";"2";"Berguedà";15;450;63;4;3;1;59;391;7;2020;12;170;202;372
"2021/2022";"Educació secundària obligatòria";"2";"Cerdanya";5;150;0;0;0;0;0;150;2;2020;12;105;97;202
"2021/2022";"Educació secundària obligatòria";"2";"Conca de Barberà";7;210;17;0;0;0;17;193;4;2020;12;101;98;199
"2021/2022";"Educació secundària obligatòria";"2";"Garraf";57;1710;62;25;20;5;38;1673;20;2020;12;866;913;1779
"2021/2022";"Educació secundària obligatòria";"2";"Garrigues";7;210;43;2;2;0;41;169;3;2020;12;89;90;179
"2021/2022";"Educació secundària obligatòria";"2";"Garrotxa";21;613;25;9;7;2;16;597;8;2020;12;314;338;652
"2021/2022";"Educació secundària obligatòria";"2";"Gironès";88;2548;40;17;14;3;26;2525;27;2020;12;1148;1237;2385
"2021/2022";"Educació secundària obligatòria";"2";"Maresme";190;5613;350;87;73;14;272;5350;73;2020;12;2604;2685;5289
"2021/2022";"Educació secundària obligatòria";"2";"Moianès";5;150;33;5;4;1;28;122;2;2020;12;82;77;159
"2021/2022";"Educació secundària obligatòria";"2";"Montsià";27;810;79;3;3;0;76;734;10;2020;12;343;401;744
"2021/2022";"Educació secundària obligatòria";"2";"Noguera";18;528;63;2;1;1;61;467;7;2020;12;192;227;419
"2021/2022";"Educació secundària obligatòria";"2";"Osona";76;2192;160;43;38;5;121;2075;31;2020;12;912;1013;1925
"2021/2022";"Educació secundària obligatòria";"2";"Pallars Jussà";6;180;45;0;0;0;45;135;3;2020;12;62;55;117
"2021/2022";"Educació secundària obligatòria";"2";"Pallars Sobirà";3;90;26;0;0;0;26;64;2;2020;12;33;33;66
"2021/2022";"Educació secundària obligatòria";"2";"Pla d'Urgell";14;408;16;2;2;0;14;394;4;2020;12;209;208;417
"2021/2022";"Educació secundària obligatòria";"2";"Pla de l'Estany";13;390;2;0;0;0;2;388;4;2020;12;170;208;378
"2021/2022";"Educació secundària obligatòria";"2";"Priorat";4;120;36;0;0;0;36;84;2;2020;12;44;44;88
"2021/2022";"Educació secundària obligatòria";"2";"Ribera d'Ebre";7;210;38;3;2;1;35;175;4;2020;12;86;89;175
"2021/2022";"Educació secundària obligatòria";"2";"Ripollès";11;330;74;2;2;0;72;258;5;2020;12;117;110;227
"2021/2022";"Educació secundària obligatòria";"2";"Segarra";9;270;24;1;1;0;23;247;4;2020;12;122;139;261
"2021/2022";"Educació secundària obligatòria";"2";"Segrià";95;2781;238;51;41;10;192;2594;32;2020;12;1101;1178;2279
"2021/2022";"Educació secundària obligatòria";"2";"Selva";69;2025;118;19;15;4;100;1926;25;2020;12;919;995;1914
"2021/2022";"Educació secundària obligatòria";"2";"Solsonès";7;191;36;0;0;0;36;155;3;2020;12;57;78;135
"2021/2022";"Educació secundària obligatòria";"2";"Tarragonès";109;3204;121;55;41;14;75;3138;34;2020;12;1508;1523;3031
"2021/2022";"Educació secundària obligatòria";"2";"Terra Alta";4;120;30;0;0;0;30;90;2;2020;12;34;53;87
"2021/2022";"Educació secundària obligatòria";"2";"Urgell";17;510;57;5;3;2;52;458;6;2020;12;201;204;405
"2021/2022";"Educació secundària obligatòria";"2";"Vallès Occidental";408;12006;453;177;132;45;293;11730;146;2020;12;5760;6108;11868
"2021/2022";"Educació secundària obligatòria";"2";"Vallès Oriental";178;5249;186;63;52;11;130;5126;64;2020;12;2453;2676;5129
"2021/2022";"Educació secundària obligatòria";"3";"Alt Camp";18;540;26;5;3;2;23;519;6;2020;13;230;250;480
"2021/2022";"Educació secundària obligatòria";"3";"Alt Empordà";57;1627;80;9;7;2;71;1556;17;2020;13;789;860;1649
"2021/2022";"Educació secundària obligatòria";"3";"Alt Penedès";45;1337;24;6;5;1;20;1319;16;2020;13;652;681;1333
"2021/2022";"Educació secundària obligatòria";"3";"Alt Urgell";9;270;65;2;2;0;63;207;5;2020;13;94;120;214
"2021/2022";"Educació secundària obligatòria";"3";"Alta Ribagorça";2;60;14;0;0;0;14;46;1;2020;13;15;14;29
"2021/2022";"Educació secundària obligatòria";"3";"Anoia";55;1631;55;25;20;5;34;1601;19;2020;13;749;786;1535
"2021/2022";"Educació secundària obligatòria";"3";"Aran";3;90;7;0;0;0;7;83;1;2020;13;54;42;96
"2021/2022";"Educació secundària obligatòria";"3";"Bages";76;2229;168;39;29;10;132;2100;32;2020;13;1012;1031;2043
"2021/2022";"Educació secundària obligatòria";"3";"Baix Camp";85;2515;69;21;14;7;52;2467;27;2020;13;1126;1214;2340
"2021/2022";"Educació secundària obligatòria";"3";"Baix Ebre";31;930;89;18;12;6;71;859;11;2020;13;409;406;815
"2021/2022";"Educació secundària obligatòria";"3";"Baix Empordà";50;1488;83;18;16;2;67;1423;16;2020;13;763;734;1497
"2021/2022";"Educació secundària obligatòria";"3";"Baix Llobregat";321;9523;273;131;100;31;154;9381;111;2020;13;4883;5235;10118
"2021/2022";"Educació secundària obligatòria";"3";"Baix Penedès";47;1389;33;16;12;4;17;1372;12;2020;13;610;673;1283
"2021/2022";"Educació secundària obligatòria";"3";"Barcelonès";717;21167;773;504;373;131;345;20898;299;2020;13;10029;10618;20647
"2021/2022";"Educació secundària obligatòria";"3";"Berguedà";14;420;39;3;2;1;37;384;7;2020;13;151;221;372
"2021/2022";"Educació secundària obligatòria";"3";"Cerdanya";5;150;7;4;4;0;3;147;2;2020;13;109;108;217
"2021/2022";"Educació secundària obligatòria";"3";"Conca de Barberà";7;210;23;2;2;0;21;189;4;2020;13;81;107;188
"2021/2022";"Educació secundària obligatòria";"3";"Garraf";54;1609;29;31;24;7;4;1611;20;2020;13;868;936;1804
"2021/2022";"Educació secundària obligatòria";"3";"Garrigues";7;210;41;5;4;1;36;174;3;2020;13;68;106;174
"2021/2022";"Educació secundària obligatòria";"3";"Garrotxa";21;613;21;7;5;2;15;599;7;2020;13;309;324;633
"2021/2022";"Educació secundària obligatòria";"3";"Gironès";84;2446;26;24;19;5;10;2444;27;2020;13;1178;1190;2368
"2021/2022";"Educació secundària obligatòria";"3";"Maresme";180;5334;258;82;71;11;180;5158;72;2020;13;2568;2816;5384
"2021/2022";"Educació secundària obligatòria";"3";"Moianès";4;120;13;4;4;0;10;111;2;2020;13;88;69;157
"2021/2022";"Educació secundària obligatòria";"3";"Montsià";28;810;71;9;6;3;62;748;10;2020;13;367;382;749
"2021/2022";"Educació secundària obligatòria";"3";"Noguera";15;438;36;2;2;0;34;404;7;2020;13;179;179;358
"2021/2022";"Educació secundària obligatòria";"3";"Osona";68;2010;135;22;19;3;114;1897;28;2020;13;854;919;1773
"2021/2022";"Educació secundària obligatòria";"3";"Pallars Jussà";5;150;37;3;3;0;34;116;3;2020;13;53;57;110
"2021/2022";"Educació secundària obligatòria";"3";"Pallars Sobirà";3;90;27;0;0;0;27;63;2;2020;13;28;28;56
"2021/2022";"Educació secundària obligatòria";"3";"Pla d'Urgell";12;351;3;1;1;0;2;349;4;2020;13;209;217;426
"2021/2022";"Educació secundària obligatòria";"3";"Pla de l'Estany";13;390;10;5;3;2;8;385;4;2020;13;205;221;426
"2021/2022";"Educació secundària obligatòria";"3";"Priorat";4;120;24;1;1;0;23;97;2;2020;13;36;40;76
"2021/2022";"Educació secundària obligatòria";"3";"Ribera d'Ebre";8;240;54;3;3;0;51;189;4;2020;13;91;85;176
"2021/2022";"Educació secundària obligatòria";"3";"Ripollès";9;270;44;5;3;2;39;231;5;2020;13;104;140;244
"2021/2022";"Educació secundària obligatòria";"3";"Segarra";9;270;15;1;1;0;14;256;4;2020;13;112;140;252
"2021/2022";"Educació secundària obligatòria";"3";"Segrià";88;2580;198;53;40;13;148;2435;32;2020;13;1108;1203;2311
"2021/2022";"Educació secundària obligatòria";"3";"Selva";66;1928;134;17;14;3;117;1811;25;2020;13;995;1035;2030
"2021/2022";"Educació secundària obligatòria";"3";"Solsonès";6;167;31;3;3;0;28;139;3;2020;13;73;72;145
"2021/2022";"Educació secundària obligatòria";"3";"Tarragonès";104;3060;103;20;18;2;86;2977;34;2020;13;1523;1600;3123
"2021/2022";"Educació secundària obligatòria";"3";"Terra Alta";4;120;32;0;0;0;32;88;2;2020;13;50;66;116
"2021/2022";"Educació secundària obligatòria";"3";"Urgell";17;510;46;5;4;1;41;469;6;2020;13;206;218;424
"2021/2022";"Educació secundària obligatòria";"3";"Vallès Occidental";401;11811;375;187;151;36;209;11623;140;2020;13;5768;5958;11726
"2021/2022";"Educació secundària obligatòria";"3";"Vallès Oriental";173;5105;152;61;51;10;99;5014;63;2020;13;2519;2709;5228
"2021/2022";"Educació secundària obligatòria";"4";"Alt Camp";16;480;37;4;3;1;33;447;6;2020;14;225;256;481
"2021/2022";"Educació secundària obligatòria";"4";"Alt Empordà";54;1563;55;7;5;2;48;1515;17;2020;14;807;784;1591
"2021/2022";"Educació secundària obligatòria";"4";"Alt Penedès";45;1344;36;12;10;2;27;1320;16;2020;14;625;722;1347
"2021/2022";"Educació secundària obligatòria";"4";"Alt Urgell";9;270;53;0;0;0;53;217;5;2020;14;88;119;207
"2021/2022";"Educació secundària obligatòria";"4";"Alta Ribagorça";2;60;23;0;0;0;23;37;1;2020;14;31;28;59
"2021/2022";"Educació secundària obligatòria";"4";"Anoia";54;1598;121;12;11;1;109;1489;19;2020;14;755;801;1556
"2021/2022";"Educació secundària obligatòria";"4";"Aran";4;120;19;1;1;0;18;102;1;2020;14;45;58;103
"2021/2022";"Educació secundària obligatòria";"4";"Bages";74;2214;196;15;14;1;181;2033;30;2020;14;968;1014;1982
"2021/2022";"Educació secundària obligatòria";"4";"Baix Camp";83;2461;102;20;13;7;85;2379;27;2020;14;1163;1225;2388
"2021/2022";"Educació secundària obligatòria";"4";"Baix Ebre";30;900;80;11;11;0;69;831;11;2020;14;339;403;742
"2021/2022";"Educació secundària obligatòria";"4";"Baix Empordà";47;1398;33;8;8;0;26;1373;16;2020;14;691;703;1394
"2021/2022";"Educació secundària obligatòria";"4";"Baix Llobregat";320;9505;252;95;76;19;162;9348;109;2020;14;4816;5272;10088
"2021/2022";"Educació secundària obligatòria";"4";"Baix Penedès";42;1245;9;4;3;1;6;1240;11;2020;14;601;647;1248
"2021/2022";"Educació secundària obligatòria";"4";"Barcelonès";708;20931;679;486;359;127;278;20738;291;2020;14;9937;10474;20411
"2021/2022";"Educació secundària obligatòria";"4";"Berguedà";14;420;58;6;5;1;52;368;7;2020;14;175;200;375
"2021/2022";"Educació secundària obligatòria";"4";"Cerdanya";5;150;0;0;0;0;0;150;2;2020;14;97;116;213
"2021/2022";"Educació secundària obligatòria";"4";"Conca de Barberà";7;210;13;0;0;0;13;197;4;2020;14;100;122;222
"2021/2022";"Educació secundària obligatòria";"4";"Garraf";55;1638;68;30;23;7;40;1600;20;2020;14;871;894;1765
"2021/2022";"Educació secundària obligatòria";"4";"Garrigues";7;210;25;0;0;0;25;185;3;2020;14;70;88;158
"2021/2022";"Educació secundària obligatòria";"4";"Garrotxa";20;600;12;2;1;1;10;590;7;2020;14;283;306;589
"2021/2022";"Educació secundària obligatòria";"4";"Gironès";83;2383;22;8;6;2;16;2369;26;2020;14;1102;1230;2332
"2021/2022";"Educació secundària obligatòria";"4";"Maresme";183;5440;362;95;86;9;271;5173;70;2020;14;2585;2829;5414
"2021/2022";"Educació secundària obligatòria";"4";"Moianès";4;120;14;2;2;0;12;108;2;2020;14;66;79;145
"2021/2022";"Educació secundària obligatòria";"4";"Montsià";29;870;122;17;15;2;105;765;9;2020;14;338;421;759
"2021/2022";"Educació secundària obligatòria";"4";"Noguera";13;381;31;2;1;1;30;352;7;2020;14;207;200;407
"2021/2022";"Educació secundària obligatòria";"4";"Osona";68;1988;160;25;22;3;135;1853;28;2020;14;925;955;1880
"2021/2022";"Educació secundària obligatòria";"4";"Pallars Jussà";5;150;49;0;0;0;49;101;3;2020;14;57;52;109
"2021/2022";"Educació secundària obligatòria";"4";"Pallars Sobirà";2;60;2;0;0;0;2;58;2;2020;14;33;33;66
"2021/2022";"Educació secundària obligatòria";"4";"Pla d'Urgell";12;351;25;7;7;0;18;333;4;2020;14;179;208;387
"2021/2022";"Educació secundària obligatòria";"4";"Pla de l'Estany";14;420;11;6;5;1;5;415;4;2020;14;189;201;390
"2021/2022";"Educació secundària obligatòria";"4";"Priorat";4;120;31;0;0;0;31;89;2;2020;14;41;44;85
"2021/2022";"Educació secundària obligatòria";"4";"Ribera d'Ebre";7;210;48;0;0;0;48;162;4;2020;14;99;105;204
"2021/2022";"Educació secundària obligatòria";"4";"Ripollès";10;300;52;4;3;1;48;252;5;2020;14;115;137;252
"2021/2022";"Educació secundària obligatòria";"4";"Segarra";10;300;39;3;3;0;36;264;4;2020;14;136;150;286
"2021/2022";"Educació secundària obligatòria";"4";"Segrià";86;2517;151;31;23;8;125;2397;32;2020;14;1084;1123;2207
"2021/2022";"Educació secundària obligatòria";"4";"Selva";69;1992;106;19;15;4;88;1905;24;2020;14;939;984;1923
"2021/2022";"Educació secundària obligatòria";"4";"Solsonès";6;166;13;0;0;0;13;153;3;2020;14;86;72;158
"2021/2022";"Educació secundària obligatòria";"4";"Tarragonès";105;3099;111;19;17;2;93;3007;34;2020;14;1499;1516;3015
"2021/2022";"Educació secundària obligatòria";"4";"Terra Alta";5;150;42;0;0;0;42;108;2;2020;14;49;50;99
"2021/2022";"Educació secundària obligatòria";"4";"Urgell";16;480;43;5;5;0;38;442;6;2020;14;206;185;391
"2021/2022";"Educació secundària obligatòria";"4";"Vallès Occidental";383;11310;209;98;72;26;125;11199;132;2020;14;5559;5889;11448
"2021/2022";"Educació secundària obligatòria";"4";"Vallès Oriental";176;5226;229;50;42;8;186;5047;62;2020;14;2500;2603;5103
"2022/2023";"Educació infantil: Parvulari";"1";"Alt Camp";23;446;446;334;328;6;112;334;27;2021;2;178;183;361
"2022/2023";"Educació infantil: Parvulari";"1";"Alt Empordà";69;1339;1339;1131;1045;86;213;1131;69;2021;2;627;701;1328
"2022/2023";"Educació infantil: Parvulari";"1";"Alt Penedès";53;992;989;916;858;58;76;919;46;2021;2;452;494;946
"2022/2023";"Educació infantil: Parvulari";"1";"Alt Urgell";7;145;145;116;111;5;29;116;12;2021;2;67;67;134
"2022/2023";"Educació infantil: Parvulari";"1";"Alta Ribagorça";2;31;31;19;19;0;12;19;3;2021;2;13;16;29
"2022/2023";"Educació infantil: Parvulari";"1";"Anoia";57;1183;1156;948;897;51;215;975;48;2021;2;540;558;1098
"2022/2023";"Educació infantil: Parvulari";"1";"Aran";5;83;83;71;70;1;12;71;7;2021;2;26;46;72
"2022/2023";"Educació infantil: Parvulari";"1";"Bages";80;1670;1670;1451;1309;142;230;1451;62;2021;2;745;832;1577
"2022/2023";"Educació infantil: Parvulari";"1";"Baix Camp";93;1867;1867;1635;1482;153;232;1635;61;2021;2;821;883;1704
"2022/2023";"Educació infantil: Parvulari";"1";"Baix Ebre";35;776;776;624;547;77;152;624;32;2021;2;329;314;643
"2022/2023";"Educació infantil: Parvulari";"1";"Baix Empordà";57;1163;1163;1000;939;61;164;1000;44;2021;2;549;549;1098
"2022/2023";"Educació infantil: Parvulari";"1";"Baix Llobregat";327;6732;6725;5999;5423;576;730;6006;209;2021;2;3342;3622;6964
"2022/2023";"Educació infantil: Parvulari";"1";"Baix Penedès";52;1050;1049;924;850;74;126;925;28;2021;2;423;437;860
"2022/2023";"Educació infantil: Parvulari";"1";"Barcelonès";801;17513;17482;15536;13821;1715;1957;15567;478;2021;2;8624;9021;17645
"2022/2023";"Educació infantil: Parvulari";"1";"Berguedà";17;367;362;262;255;7;104;267;23;2021;2;141;147;288
"2022/2023";"Educació infantil: Parvulari";"1";"Cerdanya";8;166;166;113;111;2;53;113;13;2021;2;77;74;151
"2022/2023";"Educació infantil: Parvulari";"1";"Conca de Barberà";8;188;188;112;109;3;76;112;14;2021;2;67;87;154
"2022/2023";"Educació infantil: Parvulari";"1";"Garraf";56;1123;1119;1015;899;116;106;1019;33;2021;2;602;615;1217
"2022/2023";"Educació infantil: Parvulari";"1";"Garrigues";6;177;177;141;137;4;36;141;16;2021;2;59;79;138
"2022/2023";"Educació infantil: Parvulari";"1";"Garrotxa";23;492;492;451;419;32;41;451;24;2021;2;235;271;506
"2022/2023";"Educació infantil: Parvulari";"1";"Gironès";96;1843;1842;1738;1609;129;121;1739;61;2021;2;978;1010;1988
"2022/2023";"Educació infantil: Parvulari";"1";"Maresme";180;3729;3722;3311;2962;349;419;3318;121;2021;2;1919;1865;3784
"2022/2023";"Educació infantil: Parvulari";"1";"Moianès";6;155;155;88;88;0;67;88;10;2021;2;52;46;98
"2022/2023";"Educació infantil: Parvulari";"1";"Montsià";29;632;632;496;472;24;136;496;21;2021;2;253;295;548
"2022/2023";"Educació infantil: Parvulari";"1";"Noguera";15;348;348;264;260;4;84;264;33;2021;2;163;164;327
"2022/2023";"Educació infantil: Parvulari";"1";"Osona";79;1673;1673;1425;1331;94;253;1425;65;2021;2;714;772;1486
"2022/2023";"Educació infantil: Parvulari";"1";"Pallars Jussà";6;113;113;84;84;0;29;84;7;2021;2;34;41;75
"2022/2023";"Educació infantil: Parvulari";"1";"Pallars Sobirà";3;54;54;48;48;0;6;48;7;2021;2;23;32;55
"2022/2023";"Educació infantil: Parvulari";"1";"Pla d'Urgell";17;366;366;274;274;0;93;274;19;2021;2;148;138;286
"2022/2023";"Educació infantil: Parvulari";"1";"Pla de l'Estany";15;281;281;264;242;22;17;264;12;2021;2;140;139;279
"2022/2023";"Educació infantil: Parvulari";"1";"Priorat";2;85;85;34;34;0;51;34;15;2021;2;19;22;41
"2022/2023";"Educació infantil: Parvulari";"1";"Ribera d'Ebre";8;245;245;128;128;0;117;128;16;2021;2;69;80;149
"2022/2023";"Educació infantil: Parvulari";"1";"Ripollès";9;236;236;166;164;2;71;166;14;2021;2;82;89;171
"2022/2023";"Educació infantil: Parvulari";"1";"Segarra";10;206;206;180;164;16;26;180;12;2021;2;103;107;210
"2022/2023";"Educació infantil: Parvulari";"1";"Segrià";93;1932;1930;1702;1527;175;230;1704;80;2021;2;867;901;1768
"2022/2023";"Educació infantil: Parvulari";"1";"Selva";73;1478;1477;1306;1219;87;180;1307;45;2021;2;741;716;1457
"2022/2023";"Educació infantil: Parvulari";"1";"Solsonès";7;167;167;133;129;4;34;133;11;2021;2;58;58;116
"2022/2023";"Educació infantil: Parvulari";"1";"Tarragonès";114;2405;2381;2080;1945;135;306;2104;67;2021;2;1158;1232;2390
"2022/2023";"Educació infantil: Parvulari";"1";"Terra Alta";4;140;140;59;59;0;81;59;12;2021;2;41;45;86
"2022/2023";"Educació infantil: Parvulari";"1";"Urgell";18;367;367;301;292;9;66;301;23;2021;2;168;182;350
"2022/2023";"Educació infantil: Parvulari";"1";"Vallès Occidental";393;8322;8318;7549;7054;495;770;7553;238;2021;2;4057;4192;8249
"2022/2023";"Educació infantil: Parvulari";"1";"Vallès Oriental";171;3504;3497;3101;2846;255;399;3108;119;2021;2;1667;1800;3467
"2022/2023";"Educació infantil: Parvulari";"2";"Alt Camp";18;458;94;6;4;2;88;370;27;2021;3;208;217;425
"2022/2023";"Educació infantil: Parvulari";"2";"Alt Empordà";58;1364;104;17;13;4;89;1277;69;2021;3;700;715;1415
"2022/2023";"Educació infantil: Parvulari";"2";"Alt Penedès";47;1003;69;20;17;3;54;954;46;2021;3;530;537;1067
"2022/2023";"Educació infantil: Parvulari";"2";"Alt Urgell";6;146;21;3;3;0;18;128;12;2021;3;80;81;161
"2022/2023";"Educació infantil: Parvulari";"2";"Alta Ribagorça";1;37;8;0;0;0;8;29;3;2021;3;14;15;29
"2022/2023";"Educació infantil: Parvulari";"2";"Anoia";53;1245;188;29;21;8;159;1086;48;2021;3;548;648;1196
"2022/2023";"Educació infantil: Parvulari";"2";"Aran";2;73;2;0;0;0;2;71;7;2021;3;33;49;82
"2022/2023";"Educació infantil: Parvulari";"2";"Bages";74;1789;283;26;18;8;257;1532;59;2021;3;790;880;1670
"2022/2023";"Educació infantil: Parvulari";"2";"Baix Camp";85;1929;224;54;31;23;170;1759;61;2021;3;934;999;1933
"2022/2023";"Educació infantil: Parvulari";"2";"Baix Ebre";30;814;197;9;8;1;188;626;32;2021;3;341;374;715
"2022/2023";"Educació infantil: Parvulari";"2";"Baix Empordà";55;1264;205;19;18;1;186;1078;44;2021;3;645;631;1276
"2022/2023";"Educació infantil: Parvulari";"2";"Baix Llobregat";303;7429;1040;121;93;28;919;6510;208;2021;3;3659;3899;7558
"2022/2023";"Educació infantil: Parvulari";"2";"Baix Penedès";43;1043;170;28;23;5;144;901;28;2021;3;467;494;961
