"Curs";"Nom ensenyament";"Nivell";"Nom comarca";"Nombre grups";"Nombre places";"Places ofertades a la preinscripció";"Assignacions";"Assignacions: 1a peticio";"Assignacions: Altres peticions";"Places vacants";"Places ocupades";"Nombre centres";"any";"edat";"dones";"homes";"total"
"2017/2018";"Educació secundària obligatòria";"4";"Pla d'Urgell";10;300;18;2;2;0;16;284;3;2016;14;174;217;391
"2017/2018";"Educació secundària obligatòria";"4";"Pla de l'Estany";12;360;16;5;4;1;11;349;4;2016;14;168;180;348
"2017/2018";"Educació secundària obligatòria";"4";"Priorat";3;90;26;0;0;0;26;64;2;2016;14;36;51;87
"2017/2018";"Educació secundària obligatòria";"4";"Ribera d'Ebre";6;180;19;1;1;0;18;162;4;2016;14;101;118;219
"2017/2018";"Educació secundària obligatòria";"4";"Ripollès";8;240;59;2;2;0;57;183;5;2016;14;92;113;205
"2017/2018";"Educació secundària obligatòria";"4";"Segarra";10;300;72;1;1;0;71;229;4;2016;14;104;151;255
"2017/2018";"Educació secundària obligatòria";"4";"Segrià";80;2400;344;50;46;4;294;2106;30;2016;14;1075;1270;2345
"2017/2018";"Educació secundària obligatòria";"4";"Selva";63;1794;64;19;15;4;45;1749;23;2016;14;915;1043;1958
"2017/2018";"Educació secundària obligatòria";"4";"Solsonès";5;150;35;0;0;0;35;115;2;2016;14;80;89;169
"2017/2018";"Educació secundària obligatòria";"4";"Tarragonès";94;2820;287;30;26;4;257;2563;33;2016;14;1296;1435;2731
"2017/2018";"Educació secundària obligatòria";"4";"Terra Alta";4;120;29;1;1;0;28;92;2;2016;14;48;56;104
"2017/2018";"Educació secundària obligatòria";"4";"Urgell";13;391;19;0;0;0;19;372;6;2016;14;180;227;407
"2017/2018";"Educació secundària obligatòria";"4";"Vallès Occidental";336;10062;420;120;104;16;305;9762;127;2016;14;4961;5567;10528
"2017/2018";"Educació secundària obligatòria";"4";"Vallès Oriental";158;4740;278;54;40;14;225;4516;60;2016;14;2217;2404;4621
"2018/2019";"Educació infantil: Parvulari";"1";"Alt Camp";22;609;609;441;429;12;168;441;27;2017;2;222;201;423
"2018/2019";"Educació infantil: Parvulari";"1";"Alt Empordà";71;1545;1545;1390;1329;61;167;1390;68;2017;2;697;739;1436
"2018/2019";"Educació infantil: Parvulari";"1";"Alt Penedès";57;1219;1215;1076;1017;59;139;1080;47;2017;2;539;644;1183
"2018/2019";"Educació infantil: Parvulari";"1";"Alt Urgell";8;181;181;145;133;12;37;145;12;2017;2;97;85;182
"2018/2019";"Educació infantil: Parvulari";"1";"Alta Ribagorça";2;42;42;24;24;0;18;24;3;2017;2;13;20;33
"2018/2019";"Educació infantil: Parvulari";"1";"Anoia";53;1349;1349;1008;973;35;341;1008;47;2017;2;626;665;1291
"2018/2019";"Educació infantil: Parvulari";"1";"Aran";5;90;90;80;80;0;10;80;7;2017;2;43;59;102
"2018/2019";"Educació infantil: Parvulari";"1";"Bages";81;2038;2029;1646;1586;60;385;1655;62;2017;2;920;944;1864
"2018/2019";"Educació infantil: Parvulari";"1";"Baix Camp";90;2233;2232;1858;1761;97;377;1859;61;2017;2;999;1121;2120
"2018/2019";"Educació infantil: Parvulari";"1";"Baix Ebre";33;891;891;634;633;1;257;634;32;2017;2;395;330;725
"2018/2019";"Educació infantil: Parvulari";"1";"Baix Empordà";62;1425;1413;1207;1140;67;211;1219;44;2017;2;638;651;1289
"2018/2019";"Educació infantil: Parvulari";"1";"Baix Llobregat";328;8134;8127;7386;6842;544;744;7393;211;2017;2;4161;4434;8595
"2018/2019";"Educació infantil: Parvulari";"1";"Baix Penedès";44;1101;1100;973;922;51;127;974;29;2017;2;508;612;1120
"2018/2019";"Educació infantil: Parvulari";"1";"Barcelonès";821;20283;20258;18343;16896;1447;1934;18368;485;2017;2;9329;10015;19344
"2018/2019";"Educació infantil: Parvulari";"1";"Berguedà";17;419;419;307;301;6;113;307;23;2017;2;169;177;346
"2018/2019";"Educació infantil: Parvulari";"1";"Cerdanya";7;192;190;140;137;3;53;142;13;2017;2;88;106;194
"2018/2019";"Educació infantil: Parvulari";"1";"Conca de Barberà";9;273;273;192;190;2;81;192;14;2017;2;91;98;189
"2018/2019";"Educació infantil: Parvulari";"1";"Garraf";54;1350;1343;1189;1085;104;155;1196;34;2017;2;744;760;1504
"2018/2019";"Educació infantil: Parvulari";"1";"Garrigues";5;165;152;124;124;0;28;137;17;2017;2;89;71;160
"2018/2019";"Educació infantil: Parvulari";"1";"Garrotxa";29;597;597;520;504;16;80;520;24;2017;2;272;299;571
"2018/2019";"Educació infantil: Parvulari";"1";"Gironès";100;2335;2334;2072;1955;117;267;2073;62;2017;2;1092;1226;2318
"2018/2019";"Educació infantil: Parvulari";"1";"Maresme";186;4629;4627;3994;3742;252;637;3996;122;2017;2;2248;2469;4717
"2018/2019";"Educació infantil: Parvulari";"1";"Moianès";5;172;172;99;99;0;73;99;10;2017;2;51;55;106
"2018/2019";"Educació infantil: Parvulari";"1";"Montsià";29;760;760;585;566;19;175;585;21;2017;2;294;319;613
"2018/2019";"Educació infantil: Parvulari";"1";"Noguera";16;425;423;336;323;13;92;338;33;2017;2;179;200;379
"2018/2019";"Educació infantil: Parvulari";"1";"Osona";78;1903;1903;1502;1411;91;401;1502;66;2017;2;848;936;1784
"2018/2019";"Educació infantil: Parvulari";"1";"Pallars Jussà";5;136;136;103;103;0;33;103;7;2017;2;50;61;111
"2018/2019";"Educació infantil: Parvulari";"1";"Pallars Sobirà";3;58;58;57;56;1;1;57;7;2017;2;22;26;48
"2018/2019";"Educació infantil: Parvulari";"1";"Pla d'Urgell";19;447;447;334;333;1;115;334;19;2017;2;217;213;430
"2018/2019";"Educació infantil: Parvulari";"1";"Pla de l'Estany";17;333;333;322;292;30;11;322;12;2017;2;175;196;371
"2018/2019";"Educació infantil: Parvulari";"1";"Priorat";3;154;150;56;56;0;94;60;15;2017;2;43;32;75
"2018/2019";"Educació infantil: Parvulari";"1";"Ribera d'Ebre";11;331;331;168;167;1;163;168;16;2017;2;80;97;177
"2018/2019";"Educació infantil: Parvulari";"1";"Ripollès";9;224;224;180;179;1;45;180;14;2017;2;95;95;190
"2018/2019";"Educació infantil: Parvulari";"1";"Segarra";10;258;258;197;194;3;61;197;12;2017;2;121;120;241
"2018/2019";"Educació infantil: Parvulari";"1";"Segrià";99;2396;2389;1937;1861;76;456;1944;81;2017;2;981;1096;2077
"2018/2019";"Educació infantil: Parvulari";"1";"Selva";68;1673;1671;1427;1342;85;248;1429;45;2017;2;838;862;1700
"2018/2019";"Educació infantil: Parvulari";"1";"Solsonès";6;172;172;129;128;1;43;129;11;2017;2;53;69;122
"2018/2019";"Educació infantil: Parvulari";"1";"Tarragonès";118;2906;2906;2463;2350;113;450;2463;68;2017;2;1352;1459;2811
"2018/2019";"Educació infantil: Parvulari";"1";"Terra Alta";7;213;213;85;85;0;128;85;12;2017;2;41;35;76
"2018/2019";"Educació infantil: Parvulari";"1";"Urgell";17;415;415;316;309;7;100;316;23;2017;2;201;213;414
"2018/2019";"Educació infantil: Parvulari";"1";"Vallès Occidental";402;9885;9876;8956;8535;421;952;8965;239;2017;2;4785;5274;10059
"2018/2019";"Educació infantil: Parvulari";"1";"Vallès Oriental";178;4392;4386;3760;3565;195;632;3766;119;2017;2;2006;2138;4144
"2018/2019";"Educació infantil: Parvulari";"2";"Alt Camp";17;547;140;8;8;0;132;415;27;2017;3;250;211;461
"2018/2019";"Educació infantil: Parvulari";"2";"Alt Empordà";62;1472;153;17;14;3;137;1336;68;2017;3;705;765;1470
"2018/2019";"Educació infantil: Parvulari";"2";"Alt Penedès";52;1219;126;11;9;2;115;1104;47;2017;3;576;611;1187
"2018/2019";"Educació infantil: Parvulari";"2";"Alt Urgell";6;177;18;4;4;0;14;163;12;2017;3;81;91;172
"2018/2019";"Educació infantil: Parvulari";"2";"Alta Ribagorça";1;34;14;2;2;0;12;22;3;2017;3;18;24;42
"2018/2019";"Educació infantil: Parvulari";"2";"Anoia";56;1432;299;24;21;3;275;1157;47;2017;3;651;680;1331
"2018/2019";"Educació infantil: Parvulari";"2";"Aran";3;96;3;0;0;0;3;93;7;2017;3;46;42;88
"2018/2019";"Educació infantil: Parvulari";"2";"Bages";82;2039;365;34;29;5;332;1708;62;2017;3;886;965;1851
"2018/2019";"Educació infantil: Parvulari";"2";"Baix Camp";84;2149;200;35;26;9;170;1984;61;2017;3;996;1044;2040
"2018/2019";"Educació infantil: Parvulari";"2";"Baix Ebre";30;855;173;17;14;3;156;699;32;2017;3;362;386;748
"2018/2019";"Educació infantil: Parvulari";"2";"Baix Empordà";57;1399;218;18;14;4;200;1199;44;2017;3;644;700;1344
"2018/2019";"Educació infantil: Parvulari";"2";"Baix Llobregat";331;8219;519;146;82;64;377;7846;211;2017;3;4126;4269;8395
"2018/2019";"Educació infantil: Parvulari";"2";"Baix Penedès";43;1085;142;20;16;4;123;963;29;2017;3;513;575;1088
"2018/2019";"Educació infantil: Parvulari";"2";"Barcelonès";796;19604;1317;456;300;156;876;18743;477;2017;3;9428;9901;19329
"2018/2019";"Educació infantil: Parvulari";"2";"Berguedà";14;392;97;5;5;0;92;300;22;2017;3;163;161;324
"2018/2019";"Educació infantil: Parvulari";"2";"Cerdanya";6;187;41;8;8;0;36;154;13;2017;3;74;78;152
"2018/2019";"Educació infantil: Parvulari";"2";"Conca de Barberà";8;261;79;1;1;0;78;183;14;2017;3;81;106;187
"2018/2019";"Educació infantil: Parvulari";"2";"Garraf";54;1337;106;35;23;12;72;1266;33;2017;3;739;740;1479
"2018/2019";"Educació infantil: Parvulari";"2";"Garrigues";6;184;46;4;4;0;42;142;17;2017;3;72;70;142
"2018/2019";"Educació infantil: Parvulari";"2";"Garrotxa";26;569;69;8;8;0;62;508;24;2017;3;299;293;592
"2018/2019";"Educació infantil: Parvulari";"2";"Gironès";99;2368;195;30;23;7;169;2203;62;2017;3;1123;1132;2255
"2018/2019";"Educació infantil: Parvulari";"2";"Maresme";185;4599;470;82;60;22;389;4211;121;2017;3;2216;2383;4599
"2018/2019";"Educació infantil: Parvulari";"2";"Moianès";6;158;60;0;0;0;60;98;10;2017;3;78;67;145
"2018/2019";"Educació infantil: Parvulari";"2";"Montsià";26;724;150;12;8;4;138;586;21;2017;3;273;315;588
"2018/2019";"Educació infantil: Parvulari";"2";"Noguera";16;396;42;1;1;0;41;355;33;2017;3;191;180;371
"2018/2019";"Educació infantil: Parvulari";"2";"Osona";76;1894;300;30;27;3;271;1624;64;2017;3;801;907;1708
"2018/2019";"Educació infantil: Parvulari";"2";"Pallars Jussà";5;139;35;0;0;0;35;104;7;2017;3;50;62;112
"2018/2019";"Educació infantil: Parvulari";"2";"Pallars Sobirà";2;39;0;0;0;0;0;39;7;2017;3;31;34;65
"2018/2019";"Educació infantil: Parvulari";"2";"Pla d'Urgell";20;527;130;5;3;2;125;402;19;2017;3;201;185;386
"2018/2019";"Educació infantil: Parvulari";"2";"Pla de l'Estany";17;347;8;2;2;0;7;341;12;2017;3;176;196;372
"2018/2019";"Educació infantil: Parvulari";"2";"Priorat";2;142;72;0;0;0;72;70;15;2017;3;38;38;76
"2018/2019";"Educació infantil: Parvulari";"2";"Ribera d'Ebre";6;258;96;3;3;0;93;165;16;2017;3;96;109;205
"2018/2019";"Educació infantil: Parvulari";"2";"Ripollès";8;218;53;2;2;0;52;167;14;2017;3;115;119;234
"2018/2019";"Educació infantil: Parvulari";"2";"Segarra";12;301;78;10;10;0;68;233;12;2017;3;141;136;277
"2018/2019";"Educació infantil: Parvulari";"2";"Segrià";89;2251;240;43;37;6;198;2054;81;2017;3;984;1098;2082
"2018/2019";"Educació infantil: Parvulari";"2";"Selva";70;1648;169;25;22;3;151;1504;45;2017;3;778;905;1683
"2018/2019";"Educació infantil: Parvulari";"2";"Solsonès";5;156;44;1;1;0;43;113;11;2017;3;63;69;132
"2018/2019";"Educació infantil: Parvulari";"2";"Tarragonès";117;2898;359;56;45;11;303;2595;68;2017;3;1262;1408;2670
"2018/2019";"Educació infantil: Parvulari";"2";"Terra Alta";3;165;91;0;0;0;91;74;12;2017;3;48;41;89
"2018/2019";"Educació infantil: Parvulari";"2";"Urgell";17;434;58;6;3;3;52;382;23;2017;3;182;190;372
"2018/2019";"Educació infantil: Parvulari";"2";"Vallès Occidental";391;9680;525;152;107;45;380;9307;238;2017;3;4872;5171;10043
"2018/2019";"Educació infantil: Parvulari";"2";"Vallès Oriental";178;4392;546;74;60;14;483;3920;119;2017;3;2043;2179;4222
"2018/2019";"Educació infantil: Parvulari";"3";"Alt Camp";29;540;115;9;8;1;106;434;27;2017;4;224;242;466
"2018/2019";"Educació infantil: Parvulari";"3";"Alt Empordà";85;1446;100;23;21;2;82;1369;68;2017;4;800;793;1593
"2018/2019";"Educació infantil: Parvulari";"3";"Alt Penedès";63;1260;144;16;11;5;130;1132;47;2017;4;643;681;1324
"2018/2019";"Educació infantil: Parvulari";"3";"Alt Urgell";13;197;34;4;1;3;30;167;12;2017;4;92;92;184
"2018/2019";"Educació infantil: Parvulari";"3";"Alta Ribagorça";3;32;5;0;0;0;5;27;3;2017;4;16;13;29
"2018/2019";"Educació infantil: Parvulari";"3";"Anoia";66;1465;289;29;27;2;263;1205;47;2017;4;636;665;1301
"2018/2019";"Educació infantil: Parvulari";"3";"Aran";7;79;2;0;0;0;2;77;7;2017;4;50;43;93
"2018/2019";"Educació infantil: Parvulari";"3";"Bages";84;1972;285;28;24;4;260;1715;61;2017;4;952;1037;1989
"2018/2019";"Educació infantil: Parvulari";"3";"Baix Camp";95;2186;306;42;35;7;265;1922;61;2017;4;1107;1127;2234
"2018/2019";"Educació infantil: Parvulari";"3";"Baix Ebre";43;886;174;16;8;8;158;728;32;2017;4;350;413;763
"2018/2019";"Educació infantil: Parvulari";"3";"Baix Empordà";65;1416;178;23;20;3;160;1261;44;2017;4;652;731;1383
"2018/2019";"Educació infantil: Parvulari";"3";"Baix Llobregat";324;8020;536;118;82;36;419;7602;209;2017;4;4376;4696;9072
"2018/2019";"Educació infantil: Parvulari";"3";"Baix Penedès";43;1035;81;11;8;3;70;965;29;2017;4;576;632;1208
"2018/2019";"Educació infantil: Parvulari";"3";"Barcelonès";793;19476;1149;396;264;132;768;18723;475;2017;4;9793;10321;20114
"2018/2019";"Educació infantil: Parvulari";"3";"Berguedà";21;354;82;2;2;0;81;274;22;2017;4;168;194;362
"2018/2019";"Educació infantil: Parvulari";"3";"Cerdanya";10;160;38;1;1;0;37;123;13;2017;4;76;93;169
"2018/2019";"Educació infantil: Parvulari";"3";"Conca de Barberà";15;266;89;1;1;0;88;178;14;2017;4;91;102;193
"2018/2019";"Educació infantil: Parvulari";"3";"Garraf";50;1250;58;14;10;4;44;1206;33;2017;4;765;845;1610
"2018/2019";"Educació infantil: Parvulari";"3";"Garrigues";16;184;49;1;1;0;48;136;17;2017;4;87;97;184
"2018/2019";"Educació infantil: Parvulari";"3";"Garrotxa";32;581;48;8;7;1;43;541;24;2017;4;295;302;597
"2018/2019";"Educació infantil: Parvulari";"3";"Gironès";102;2329;218;35;30;5;188;2146;62;2017;4;1099;1256;2355
"2018/2019";"Educació infantil: Parvulari";"3";"Maresme";183;4504;387;67;49;18;323;4184;119;2017;4;2353;2532;4885
"2018/2019";"Educació infantil: Parvulari";"3";"Moianès";11;180;51;0;0;0;51;129;10;2017;4;66;102;168
"2018/2019";"Educació infantil: Parvulari";"3";"Montsià";31;675;135;7;5;2;128;547;21;2017;4;327;344;671
"2018/2019";"Educació infantil: Parvulari";"3";"Noguera";32;421;73;8;7;1;65;356;33;2017;4;181;226;407
"2018/2019";"Educació infantil: Parvulari";"3";"Osona";86;1890;329;26;21;5;304;1587;66;2017;4;906;974;1880
"2018/2019";"Educació infantil: Parvulari";"3";"Pallars Jussà";9;139;35;1;1;0;34;105;7;2017;4;52;64;116
"2018/2019";"Educació infantil: Parvulari";"3";"Pallars Sobirà";7;90;22;1;1;0;21;69;7;2017;4;28;34;62
"2018/2019";"Educació infantil: Parvulari";"3";"Pla d'Urgell";24;470;90;2;2;0;88;382;19;2017;4;211;224;435
"2018/2019";"Educació infantil: Parvulari";"3";"Pla de l'Estany";17;336;2;2;2;0;1;336;12;2017;4;183;214;397
"2018/2019";"Educació infantil: Parvulari";"3";"Priorat";11;149;85;0;0;0;85;64;15;2017;4;38;29;67
"2018/2019";"Educació infantil: Parvulari";"3";"Ribera d'Ebre";18;286;86;1;0;1;85;201;16;2017;4;105;100;205
"2018/2019";"Educació infantil: Parvulari";"3";"Ripollès";15;278;61;2;2;0;59;219;14;2017;4;111;125;236
"2018/2019";"Educació infantil: Parvulari";"3";"Segarra";15;279;28;3;3;0;25;254;12;2017;4;121;136;257
"2018/2019";"Educació infantil: Parvulari";"3";"Segrià";110;2278;292;31;23;8;266;2017;81;2017;4;1114;1112;2226
"2018/2019";"Educació infantil: Parvulari";"3";"Selva";72;1682;222;35;32;3;188;1495;45;2017;4;887;896;1783
"2018/2019";"Educació infantil: Parvulari";"3";"Solsonès";11;156;27;1;1;0;26;130;11;2017;4;59;60;119
"2018/2019";"Educació infantil: Parvulari";"3";"Tarragonès";113;2697;275;40;34;6;235;2462;67;2017;4;1396;1469;2865
"2018/2019";"Educació infantil: Parvulari";"3";"Terra Alta";11;165;79;1;1;0;78;87;12;2017;4;40;56;96
"2018/2019";"Educació infantil: Parvulari";"3";"Urgell";24;449;86;10;7;3;76;373;23;2017;4;216;195;411
"2018/2019";"Educació infantil: Parvulari";"3";"Vallès Occidental";393;9730;492;132;97;35;369;9370;239;2017;4;5289;5513;10802
"2018/2019";"Educació infantil: Parvulari";"3";"Vallès Oriental";178;4331;395;70;44;26;331;4006;119;2017;4;2152;2403;4555
"2018/2019";"Educació primària";"1";"Alt Camp";18;550;106;11;11;0;95;455;27;2017;5;276;248;524
"2018/2019";"Educació primària";"1";"Alt Empordà";68;1579;104;22;16;6;82;1497;68;2017;5;790;826;1616
"2018/2019";"Educació primària";"1";"Alt Penedès";59;1323;109;36;32;4;75;1250;47;2017;5;679;682;1361
"2018/2019";"Educació primària";"1";"Alt Urgell";7;219;40;4;4;0;36;183;13;2017;5;99;96;195
"2018/2019";"Educació primària";"1";"Alta Ribagorça";1;35;8;0;0;0;8;27;3;2017;5;19;24;43
"2018/2019";"Educació primària";"1";"Anoia";57;1470;300;35;29;6;265;1205;47;2017;5;707;763;1470
"2018/2019";"Educació primària";"1";"Aran";4;88;2;0;0;0;2;86;7;2017;5;40;41;81
"2018/2019";"Educació primària";"1";"Bages";81;2077;226;29;26;3;204;1880;62;2017;5;922;1043;1965
"2018/2019";"Educació primària";"1";"Baix Camp";89;2285;210;41;23;18;174;2116;62;2017;5;1077;1215;2292
"2018/2019";"Educació primària";"1";"Baix Ebre";31;862;150;13;11;2;137;725;32;2017;5;357;446;803
"2018/2019";"Educació primària";"1";"Baix Empordà";58;1422;165;26;25;1;141;1283;44;2017;5;676;798;1474
"2018/2019";"Educació primària";"1";"Baix Llobregat";339;8460;383;135;82;53;260;8212;210;2017;5;4566;4805;9371
"2018/2019";"Educació primària";"1";"Baix Penedès";49;1259;158;28;20;8;130;1129;29;2017;5;620;683;1303
"2018/2019";"Educació primària";"1";"Barcelonès";813;20285;1527;810;647;163;726;19568;475;2017;5;9842;10391;20233
"2018/2019";"Educació primària";"1";"Berguedà";16;447;123;12;12;0;112;336;23;2017;5;196;207;403
"2018/2019";"Educació primària";"1";"Cerdanya";7;205;81;3;3;0;78;127;13;2017;5;96;106;202
"2018/2019";"Educació primària";"1";"Conca de Barberà";9;275;80;2;2;0;78;197;14;2017;5;92;102;194
"2018/2019";"Educació primària";"1";"Garraf";57;1403;80;28;17;11;54;1351;34;2017;5;819;838;1657
"2018/2019";"Educació primària";"1";"Garrigues";6;192;23;3;3;0;20;172;17;2017;5;88;86;174
"2018/2019";"Educació primària";"1";"Garrotxa";27;591;62;23;21;2;40;552;23;2017;5;334;332;666
"2018/2019";"Educació primària";"1";"Gironès";104;2519;318;113;97;16;207;2314;62;2017;5;1154;1223;2377
"2018/2019";"Educació primària";"1";"Maresme";189;4705;319;95;65;30;235;4481;121;2017;5;2443;2634;5077
"2018/2019";"Educació primària";"1";"Moianès";5;175;28;3;3;0;25;150;10;2017;5;87;73;160
"2018/2019";"Educació primària";"1";"Montsià";29;787;142;12;9;3;130;657;21;2017;5;365;344;709
"2018/2019";"Educació primària";"1";"Noguera";14;409;31;2;2;0;30;380;33;2017;5;207;199;406
"2018/2019";"Educació primària";"1";"Osona";78;1986;281;24;20;4;258;1729;66;2017;5;951;1009;1960
"2018/2019";"Educació primària";"1";"Pallars Jussà";4;123;9;0;0;0;9;114;7;2017;5;58;66;124
"2018/2019";"Educació primària";"1";"Pallars Sobirà";3;53;0;0;0;0;0;53;7;2017;5;41;27;68
"2018/2019";"Educació primària";"1";"Pla d'Urgell";19;491;71;6;5;1;65;426;19;2017;5;199;237;436
"2018/2019";"Educació primària";"1";"Pla de l'Estany";17;391;36;30;30;0;7;385;13;2017;5;184;185;369
"2018/2019";"Educació primària";"1";"Priorat";2;114;47;0;0;0;47;67;15;2017;5;37;52;89
"2018/2019";"Educació primària";"1";"Ribera d'Ebre";9;312;116;1;1;0;115;197;16;2017;5;84;116;200
"2018/2019";"Educació primària";"1";"Ripollès";10;275;57;8;8;0;51;226;14;2017;5;126;122;248
"2018/2019";"Educació primària";"1";"Segarra";10;286;46;11;10;1;35;251;12;2017;5;129;124;253
"2018/2019";"Educació primària";"1";"Segrià";95;2407;303;54;44;10;249;2158;82;2017;5;1114;1197;2311
"2018/2019";"Educació primària";"1";"Selva";74;1792;218;31;27;4;194;1605;45;2017;5;917;973;1890
"2018/2019";"Educació primària";"1";"Solsonès";5;158;29;1;1;0;28;130;11;2017;5;74;77;151
"2018/2019";"Educació primària";"1";"Tarragonès";123;3101;415;71;63;8;345;2757;68;2017;5;1409;1477;2886
"2018/2019";"Educació primària";"1";"Terra Alta";2;127;37;1;1;0;36;91;12;2017;5;37;53;90
"2018/2019";"Educació primària";"1";"Urgell";17;449;57;5;5;0;52;397;23;2017;5;188;205;393
"2018/2019";"Educació primària";"1";"Vallès Occidental";406;10139;538;220;191;29;337;9821;238;2017;5;5498;5704;11202
"2018/2019";"Educació primària";"1";"Vallès Oriental";184;4584;375;80;62;18;308;4289;119;2017;5;2342;2530;4872
"2018/2019";"Educació primària";"2";"Alt Camp";22;601;105;7;6;1;99;503;27;2017;6;246;283;529
"2018/2019";"Educació primària";"2";"Alt Empordà";70;1622;130;18;15;3;113;1510;68;2017;6;796;825;1621
"2018/2019";"Educació primària";"2";"Alt Penedès";63;1362;79;11;8;3;70;1294;47;2017;6;711;760;1471
"2018/2019";"Educació primària";"2";"Alt Urgell";9;191;13;3;3;0;10;181;13;2017;6;107;98;205
"2018/2019";"Educació primària";"2";"Alta Ribagorça";3;65;17;0;0;0;17;48;3;2017;6;15;27;42
"2018/2019";"Educació primària";"2";"Anoia";65;1539;227;21;13;8;206;1333;47;2017;6;737;816;1553
"2018/2019";"Educació primària";"2";"Aran";4;80;8;0;0;0;8;72;7;2017;6;50;53;103
"2018/2019";"Educació primària";"2";"Bages";82;1997;185;14;12;2;176;1826;61;2017;6;1023;1088;2111
"2018/2019";"Educació primària";"2";"Baix Camp";96;2379;251;34;27;7;225;2162;62;2017;6;1142;1219;2361
"2018/2019";"Educació primària";"2";"Baix Ebre";35;897;126;8;2;6;118;779;32;2017;6;383;429;812
"2018/2019";"Educació primària";"2";"Baix Empordà";65;1463;98;14;12;2;86;1379;44;2017;6;805;841;1646
"2018/2019";"Educació primària";"2";"Baix Llobregat";346;8632;329;81;58;23;254;8384;210;2017;6;4758;5087;9845
"2018/2019";"Educació primària";"2";"Baix Penedès";52;1282;127;15;12;3;112;1170;29;2017;6;639;652;1291
"2018/2019";"Educació primària";"2";"Barcelonès";798;19904;771;336;219;117;451;19469;474;2017;6;9803;10521;20324
"2018/2019";"Educació primària";"2";"Berguedà";20;444;85;5;5;0;81;364;23;2017;6;175;201;376
"2018/2019";"Educació primària";"2";"Cerdanya";7;190;48;2;2;0;46;144;13;2017;6;89;99;188
"2018/2019";"Educació primària";"2";"Conca de Barberà";9;223;41;1;1;0;40;183;13;2017;6;98;88;186
"2018/2019";"Educació primària";"2";"Garraf";61;1493;63;18;14;4;50;1448;34;2017;6;812;918;1730
"2018/2019";"Educació primària";"2";"Garrigues";8;190;24;2;2;0;22;168;17;2017;6;85;101;186
"2018/2019";"Educació primària";"2";"Garrotxa";29;598;11;6;4;2;6;593;23;2017;6;327;311;638
"2018/2019";"Educació primària";"2";"Gironès";102;2396;191;35;25;10;157;2240;61;2017;6;1198;1338;2536
"2018/2019";"Educació primària";"2";"Maresme";189;4700;190;80;50;30;123;4590;120;2017;6;2614;2733;5347
"2018/2019";"Educació primària";"2";"Moianès";8;192;53;2;2;0;51;141;10;2017;6;77;83;160
"2018/2019";"Educació primària";"2";"Montsià";31;759;82;0;0;0;82;677;21;2017;6;317;381;698
"2018/2019";"Educació primària";"2";"Noguera";18;435;51;1;1;0;50;385;33;2017;6;214;229;443
"2018/2019";"Educació primària";"2";"Osona";85;2009;191;14;11;3;178;1832;65;2017;6;999;962;1961
"2018/2019";"Educació primària";"2";"Pallars Jussà";6;144;30;0;0;0;30;114;7;2017;6;49;62;111
"2018/2019";"Educació primària";"2";"Pallars Sobirà";3;65;1;0;0;0;1;64;7;2017;6;30;32;62
"2018/2019";"Educació primària";"2";"Pla d'Urgell";23;477;74;4;2;2;71;407;19;2017;6;233;209;442
"2018/2019";"Educació primària";"2";"Pla de l'Estany";19;378;30;1;1;0;30;349;13;2017;6;204;254;458
"2018/2019";"Educació primària";"2";"Priorat";3;113;36;1;1;0;35;78;15;2017;6;43;43;86
"2018/2019";"Educació primària";"2";"Ribera d'Ebre";11;284;85;1;1;0;84;200;16;2017;6;105;96;201
"2018/2019";"Educació primària";"2";"Ripollès";12;293;58;1;1;0;58;236;14;2017;6;129;117;246
"2018/2019";"Educació primària";"2";"Segarra";12;271;37;8;8;0;31;242;12;2017;6;125;155;280
"2018/2019";"Educació primària";"2";"Segrià";104;2567;290;25;20;5;267;2302;82;2017;6;1138;1254;2392
"2018/2019";"Educació primària";"2";"Selva";75;1801;157;19;14;5;138;1663;44;2017;6;977;953;1930
"2018/2019";"Educació primària";"2";"Solsonès";6;154;13;1;1;0;13;142;11;2017;6;73;65;138
"2018/2019";"Educació primària";"2";"Tarragonès";121;2993;273;51;44;7;222;2771;68;2017;6;1526;1639;3165
"2018/2019";"Educació primària";"2";"Terra Alta";6;149;59;0;0;0;59;90;12;2017;6;64;51;115
"2018/2019";"Educació primària";"2";"Urgell";20;447;56;5;4;1;51;396;23;2017;6;215;216;431
"2018/2019";"Educació primària";"2";"Vallès Occidental";414;10344;237;83;51;32;170;10190;238;2017;6;5348;5909;11257
"2018/2019";"Educació primària";"2";"Vallès Oriental";199;4914;343;56;38;18;295;4627;119;2017;6;2408;2519;4927
"2018/2019";"Educació primària";"3";"Alt Camp";27;583;104;5;5;0;99;484;27;2017;7;228;270;498
"2018/2019";"Educació primària";"3";"Alt Empordà";78;1633;103;8;6;2;95;1538;68;2017;7;804;887;1691
"2018/2019";"Educació primària";"3";"Alt Penedès";63;1495;111;14;12;2;99;1398;47;2017;7;682;664;1346
"2018/2019";"Educació primària";"3";"Alt Urgell";10;198;27;5;4;1;22;176;13;2017;7;86;100;186
"2018/2019";"Educació primària";"3";"Alta Ribagorça";2;35;8;0;0;0;8;27;3;2017;7;15;13;28
"2018/2019";"Educació primària";"3";"Anoia";63;1536;142;20;15;5;122;1414;47;2017;7;731;784;1515
"2018/2019";"Educació primària";"3";"Aran";5;99;4;0;0;0;4;95;7;2017;7;50;56;106
